,Property,Price_Range,Location,Agency,Unit,Unit_Price (euro),Rooms,Area (squared meter),Bathrooms,Stage
481,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg","€ 2,850/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg",2850,2,90,2,6
482,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg",3000,2,94,2,3
483,Immeuble en Location,"€ 7,500/mois",Helperknapp,Weckbecker Agence Immobilière,Immeuble en Location,7500,,483,3,T
484,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange","€ 2,100/mois",Leudelange,Weckbecker Agence Immobilière,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange",2100,2,107,2,2
485,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg","€ 2,600/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg",2600,2,100,1,T
486,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg","€ 1,650/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg",1650,1,56,,2
487,"Appartement 1 chambre troisième étage, Gare, Luxembourg","€ 1,445/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement 1 chambre troisième étage, Gare, Luxembourg",1445,1,30,,3
488,"Appartement premier étage, Gare, Luxembourg","€ 1,400/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement premier étage, Gare, Luxembourg",1400,,30,1,1
489,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg","€ 2,150/mois",Luxembourg,Weckbecker Agence Immobilière,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg",2150,,105,,T
490,"Studio à louer, Ville Haute","€ 1,400/mois",Luxembourg,Weckbecker Agence Immobilière,"Studio à louer, Ville Haute",1400,,45,,
491,"Appartement 3 chambres quatrième étage, Limpertsberg, Luxembourg","€ 3,000/mois",Luxembourg,Homeseek,"Appartement 3 chambres quatrième étage, Limpertsberg, Luxembourg",3000,3,96,1,4
492,"Appartement 2 chambres neuf, deuxième étage, Pétange, Pétange","€ 1,450/mois",Pétange,Accord Immobilière SA,"Appartement 2 chambres neuf, deuxième étage, Pétange, Pétange",1450,2,75,1,2
493,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Pétange,Accord Immobilière SA,"Appartement 1 chambre premier étage, Rodange, Pétange",1180,1,59,1,1
494,"Studio à louer, Rodange","€ 1,050/mois",Pétange,Accord Immobilière SA,"Studio à louer, Rodange",1050,,38,1,
495,"Appartement 1 chambre deuxième étage, Mondercange, Mondercange","€ 1,350/mois",Mondercange,MAVE IMMO,"Appartement 1 chambre deuxième étage, Mondercange, Mondercange",1350,1,60,1,2
496,"Appartement 2 chambres 22, rue du Couvent, Hesperange, Howald, Hesperange","€ 1,850/mois",Hesperange,Three Immo,"Appartement 2 chambres 22, rue du Couvent, Hesperange, Howald, Hesperange",1850,2,78,1,3
497,"Appartement 2 chambres Val Sainte-Croix, Cruchten, Nommern","€ 4,000/mois",Nommern,MABRO,"Appartement 2 chambres Val Sainte-Croix, Cruchten, Nommern",4000,2,96,1,4
498,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,950/mois",Mondorf-les-Bains,Engel & Völkers Luxembourg,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains",2950,2,140,1,
499,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois",Esch-sur-Alzette,Engel & Völkers Luxembourg,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette",2850,4,193,1,
500,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois",Garnich,Engel & Völkers Luxembourg,"Maison individuelle 210 m², Garnich, Garnich",3200,5,210,3,
501,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,Engel & Völkers Luxembourg,"Maison individuelle 280 m², Belair, Luxembourg",4500,5,280,3,
502,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois",Luxembourg,Engel & Völkers Luxembourg,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg",4500,2,141,2,T
503,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg",2600,1,50,,T
504,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg",2600,1,52,,T
505,"Studio à louer, Rollingergrund","€ 1,400/mois",Luxembourg,Engel & Völkers Luxembourg,"Studio à louer, Rollingergrund",1400,1,26,,
506,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 14,000/mois",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg",14000,4,338,3,
507,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,Prestige Immobilier sàrl,"Duplex à louer, Limpertsberg",2800,1,90,,
508,"Appartement troisième étage, Itzig, Hesperange",€ 800/mois,Hesperange,Agence IMMMO,"Appartement troisième étage, Itzig, Hesperange",800,,25,,3
509,"Appartement 2 chambres rez-de-chaussée, Belair, Luxembourg","€ 2,200/mois",Luxembourg,Agence IMMMO,"Appartement 2 chambres rez-de-chaussée, Belair, Luxembourg",2200,2,100,,T
510,"Appartement 1 chambre neuf, rez-de-chaussée, Hosingen, Parc Hosingen","€ 1,300/mois",Parc Hosingen,Apoidea agence immobilière,"Appartement 1 chambre neuf, rez-de-chaussée, Hosingen, Parc Hosingen",1300,1,75,1,T
511,"Appartement premier étage, Gasperich, Luxembourg","€ 1,375/mois",Luxembourg,Immocity Luxembourg sàrl,"Appartement premier étage, Gasperich, Luxembourg",1375,,31,,1
512,"Appartement 2 chambres rez-de-chaussée, Mersch, Mersch","€ 1,750/mois",Mersch,Home2B,"Appartement 2 chambres rez-de-chaussée, Mersch, Mersch",1750,2,91,1,T
513,"Studio à louer, Bonnevoie-Verlorenkost","€ 1,500/mois",Luxembourg,Groupe IRIS Immobilier,"Studio à louer, Bonnevoie-Verlorenkost",1500,,30,,
514,"Studio à louer, Gare","€ 1,250/mois",Luxembourg,E-Home,"Studio à louer, Gare",1250,,39,1,
515,"Maison individuelle 143 m², Hersberg, Kobenbour, Bech","€ 2,550/mois",Bech,livinghome real estate sàrl,"Maison individuelle 143 m², Hersberg, Kobenbour, Bech",2550,3,143,1,
516,"Appartement 2 chambres neuf, rez-de-chaussée, Cessange, Luxembourg","€ 2,350/mois",Luxembourg,Hestia Group Coldwell Banker,"Appartement 2 chambres neuf, rez-de-chaussée, Cessange, Luxembourg",2350,2,71,1,T
517,"Appartement 3 chambres rue de Kolhenberg, Cessange, Luxembourg","€ 2,200/mois",Luxembourg,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres rue de Kolhenberg, Cessange, Luxembourg",2200,3,110,1,1
518,"Appartement 3 chambres rue des noyers, Beringen, Mersch","€ 2,400/mois",Mersch,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres rue des noyers, Beringen, Mersch",2400,3,142,2,1
519,"Appartement 3 chambres Square Aloyse Meyer, Bonnevoie-Verlorenkost, Luxembourg","€ 2,500/mois",Luxembourg,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres Square Aloyse Meyer, Bonnevoie-Verlorenkost, Luxembourg",2500,3,130,,T
520,"Appartement 1 chambre 60, Aline et Emile Mayrischstrooss, Colpach-Haut, Ell","€ 1,000/mois",Ell,Immobilière de l'Attert,"Appartement 1 chambre 60, Aline et Emile Mayrischstrooss, Colpach-Haut, Ell",1000,1,52,1,1
521,"Studio à louer, Gare","€ 1,700/mois",Luxembourg,Pure Concept,"Studio à louer, Gare",1700,,36,,
522,"Penthouse excellent état, 387 m², Belair, Luxembourg","€ 6,000/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Penthouse excellent état, 387 m², Belair, Luxembourg",6000,3,387,3,4
523,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 2,450/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg",2450,2,107,1,2
524,"Penthouse 224 m² avec terrasse, Belair, Luxembourg","€ 4,900/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Penthouse 224 m² avec terrasse, Belair, Luxembourg",4900,3,224,3,5
525,"Maison individuelle 483 m², Ansembourg, Helperknapp","€ 7,500/mois",Helperknapp,Luxembourg Sotheby's International Realty,"Maison individuelle 483 m², Ansembourg, Helperknapp",7500,5,483,3,
526,"Loft quatrième étage, Bettembourg, Bettembourg","€ 2,800/mois",Bettembourg,XL IMMOBILIER,"Loft quatrième étage, Bettembourg, Bettembourg",2800,2,103,2,4
527,"Maison individuelle Rue Arthur Knaff, Cents, Luxembourg","€ 3,400/mois",Luxembourg,A propos Immobilier,"Maison individuelle Rue Arthur Knaff, Cents, Luxembourg",3400,4,160,1,
528,"Appartement 2 chambres rez-de-chaussée, Limpertsberg, Luxembourg","€ 1,750/mois",Luxembourg,A propos Immobilier,"Appartement 2 chambres rez-de-chaussée, Limpertsberg, Luxembourg",1750,2,75,,T
529,"Duplex à louer, Clausen","€ 2,950/mois",Luxembourg,Sunset Immo Luxembourg,"Duplex à louer, Clausen",2950,1,100,1,
530,"Duplex à louer, Clausen","€ 2,950/mois",Luxembourg,Sunset Immo Luxembourg,"Duplex à louer, Clausen",2950,2,112,1,
531,"Appartement 1 chambre rez-de-chaussée, Merl, Luxembourg","€ 2,000/mois",Luxembourg,Jetset Immo,"Appartement 1 chambre rez-de-chaussée, Merl, Luxembourg",2000,1,60,1,T
532,"Appartement 2 chambres rue Jean-Pierre Brasseur, Belair, Luxembourg","€ 2,600/mois",Luxembourg,adeQuat Immobilier Luxembourg,"Appartement 2 chambres rue Jean-Pierre Brasseur, Belair, Luxembourg",2600,2,106,2,T
533,"Appartement 2 chambres deuxième étage, Remich, Remich","€ 1,900/mois",Remich,DFI Bureau Immobilier,"Appartement 2 chambres deuxième étage, Remich, Remich",1900,2,100,1,2
534,"Appartement 1 chambre neuf, deuxième étage, Rodange, Pétange","€ 1,400/mois",Pétange,Qubus Immobilier,"Appartement 1 chambre neuf, deuxième étage, Rodange, Pétange",1400,1,62,1,2
535,"Appartement 1 chambre quatrième étage, Merl, Luxembourg","€ 2,400/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 1 chambre quatrième étage, Merl, Luxembourg",2400,1,91,1,4
536,"Appartement 2 chambres Rue Jean-Pierre Thoma, Cessange, Luxembourg","€ 1,950/mois",Luxembourg,LIVIN REAL ESTATE,"Appartement 2 chambres Rue Jean-Pierre Thoma, Cessange, Luxembourg",1950,2,94,1,T
537,"Appartement 1 chambre troisième étage, Merl, Luxembourg","€ 2,100/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 1 chambre troisième étage, Merl, Luxembourg",2100,1,42,1,3
538,"Appartement 3 chambres premier étage, Merl, Luxembourg","€ 4,300/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 3 chambres premier étage, Merl, Luxembourg",4300,3,214,2,1
539,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 2,100/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 1 chambre deuxième étage, Merl, Luxembourg",2100,1,43,1,2
540,"Appartement 2 chambres excellent état, troisième étage, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 2 chambres excellent état, troisième étage, Ville Haute, Luxembourg",4500,2,164,2,3
541,"Appartement 2 chambres excellent état, quatrième étage, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 2 chambres excellent état, quatrième étage, Ville Haute, Luxembourg",4500,2,164,1,4
542,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,Luxembourg Sotheby's International Realty,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg",4500,3,165,2,4
543,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg","€ 2,500/mois",Luxembourg,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg",2500,2,130,1,3
544,"Appartement 2 chambres 6 rue de l'Ecole, Mamer, Mamer","€ 1,750/mois",Mamer,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 6 rue de l'Ecole, Mamer, Mamer",1750,2,114,1,T
545,"Appartement 2 chambres 15 rue de Gasperich, Gasperich, Luxembourg","€ 1,900/mois",Luxembourg,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 15 rue de Gasperich, Gasperich, Luxembourg",1900,2,62,1,2
546,"Appartement 2 chambres 15 Rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg","€ 2,300/mois",Luxembourg,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 15 Rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg",2300,2,108,1,3
547,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000,2,125,1,
548,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000,2,125,1,
549,"Appartement 36, Rue De La Barrière, Merl, Luxembourg","€ 2,000/mois",Luxembourg,Agence Immobilière Hélène Grober Sàrl,"Appartement 36, Rue De La Barrière, Merl, Luxembourg",2000,,100,,T
550,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,400/mois",Mondorf-les-Bains,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains",1400,1,65,1,T
551,"Maison individuelle 47, rue Hardt, Canach, Lenningen","€ 2,500/mois",Lenningen,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 47, rue Hardt, Canach, Lenningen",2500,4,170,,
552,"Maison individuelle 190 m², Eischen, Gaichel, Habscht","€ 2,900/mois",Habscht,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 190 m², Eischen, Gaichel, Habscht",2900,4,190,2,
553,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng","€ 1,150/mois",Käerjeng,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng",1150,1,41,1,T
554,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette","€ 1,700/mois",Larochette,Abby Toussaint,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette",1700,2,108,1,1
555,"Appartement 2 chambres troisième étage, Ettelbrück, Ettelbruck","€ 1,600/mois",Ettelbruck,Abby Toussaint,"Appartement 2 chambres troisième étage, Ettelbrück, Ettelbruck",1600,2,80,1,3
556,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster","€ 1,600/mois",Junglinster,Abby Toussaint,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster",1600,2,87,2,2
557,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,950/mois",Helperknapp,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1950,2,115,1,1
558,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,750/mois",Helperknapp,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1750,2,93,1,1
559,"Maison individuelle 183 m², Ville Haute, Luxembourg","€ 2,800/mois",Luxembourg,Abby Toussaint,"Maison individuelle 183 m², Ville Haute, Luxembourg",2800,4,183,1,
560,"Appartement 2 chambres deuxième étage, Müllendorf, Steinsel","€ 1,500/mois",Steinsel,Abby Toussaint,"Appartement 2 chambres deuxième étage, Müllendorf, Steinsel",1500,2,87,1,2
561,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange","€ 1,650/mois",Differdange,Abby Toussaint,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange",1650,3,93,,1
562,"Appartement 2 chambres premier étage, Beggen, Luxembourg","€ 1,700/mois",Luxembourg,Abby Toussaint,"Appartement 2 chambres premier étage, Beggen, Luxembourg",1700,2,90,,1
563,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre","€ 1,250/mois",Esch-sur-Sûre,Abby Toussaint,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre",1250,2,92,,1
564,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz","€ 1,400/mois",Vallée de l'Ernz,Abby Toussaint,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz",1400,2,80,,1
565,"Maison individuelle 243 m², Mersch, Mersch","€ 3,500/mois",Mersch,Abby Toussaint,"Maison individuelle 243 m², Mersch, Mersch",3500,5,243,,
566,"Appartement 3 chambres premier étage, Bereldange, Walferdange","€ 2,000/mois",Walferdange,Abby Toussaint,"Appartement 3 chambres premier étage, Bereldange, Walferdange",2000,3,98,,1
567,"Appartement 2 chambres premier étage, Hobscheid, Habscht","€ 1,600/mois",Habscht,Abby Toussaint,"Appartement 2 chambres premier étage, Hobscheid, Habscht",1600,2,100,,1
568,"Appartement 2 chambres Rue de Luxembourg, Pontpierre, Mondercange","€ 3,150/mois",Mondercange,INOWAI Residential S.A.,"Appartement 2 chambres Rue de Luxembourg, Pontpierre, Mondercange",3150,2,100,,T
569,"Duplex à louer, Soleuvre","€ 2,500/mois",Sanem,Hestia Group Coldwell Banker,"Duplex à louer, Soleuvre",2500,4,180,1,
570,"Duplex à louer, Soleuvre","€ 2,500/mois",Sanem,Hestia Group Coldwell Banker,"Duplex à louer, Soleuvre",2500,4,180,1,
571,"Appartement rez-de-chaussée, Limpach, Reckange-sur-Mess","€ 1,800/mois",Reckange-sur-Mess,Hestia Group Coldwell Banker,"Appartement rez-de-chaussée, Limpach, Reckange-sur-Mess",1800,,92,,T
572,"Appartement 2 chambres premier étage, Hollenfels, Helperknapp","€ 1,900/mois",Helperknapp,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Hollenfels, Helperknapp",1900,2,90,,1
573,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg",2500,2,102,,1
574,"Appartement rez-de-chaussée, Holzem, Mamer","€ 2,600/mois",Mamer,Hestia Group Coldwell Banker,"Appartement rez-de-chaussée, Holzem, Mamer",2600,,100,,T
575,"Maison individuelle 225 m², Hautcharage, Käerjeng","€ 3,850/mois",Käerjeng,Hestia Group Coldwell Banker,"Maison individuelle 225 m², Hautcharage, Käerjeng",3850,,225,,
576,"Maison individuelle 140 m², Mondercange, Mondercange","€ 6,000/mois",Mondercange,Hestia Group Coldwell Banker,"Maison individuelle 140 m², Mondercange, Mondercange",6000,,140,,
577,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,100/mois",Luxembourg,STUGALUX S.A,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg",2100,2,65,1,3
578,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,STUGALUX S.A,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg",1700,1,46,1,3
579,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,STUGALUX S.A,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg",1700,1,46,1,3
580,"Maison individuelle rue des Primevères, Alzingen, Hesperange","€ 4,200/mois",Hesperange,STUGALUX S.A,"Maison individuelle rue des Primevères, Alzingen, Hesperange",4200,4,205,2,
581,"Appartement 2 chambres deuxième étage, Bettembourg, Bettembourg","€ 1,800/mois",Bettembourg,KIFFER & PARTNERS Sàrl-S,"Appartement 2 chambres deuxième étage, Bettembourg, Bettembourg",1800,2,90,1,2
582,Immeuble en Location,"€ 3,900/mois",Mersch,KIFFER & PARTNERS Sàrl-S,Immeuble en Location,3900,,335,,T
583,"Appartement 1 chambre premier étage, Kirchberg, Luxembourg","€ 1,580/mois",Luxembourg,KIFFER & PARTNERS Sàrl-S,"Appartement 1 chambre premier étage, Kirchberg, Luxembourg",1580,1,51,1,1
584,"Appartement 2 chambres excellent état, premier étage, Limpertsberg, Luxembourg","€ 2,200/mois",Luxembourg,Immobilière Lydia De Marco,"Appartement 2 chambres excellent état, premier étage, Limpertsberg, Luxembourg",2200,2,88,1,1
585,"Appartement 2 chambres neuf, deuxième étage, Schouweiler, Dippach","€ 1,800/mois",Dippach,Immoneuf,"Appartement 2 chambres neuf, deuxième étage, Schouweiler, Dippach",1800,2,98,1,2
586,"Appartement 3 chambres excellent état, troisième étage, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,900/mois",Mondorf-les-Bains,D&D Immobilier,"Appartement 3 chambres excellent état, troisième étage, Mondorf-les-Bains, Mondorf-les-Bains",1900,3,115,1,3
587,"Appartement 2 chambres 3, rue de Bragance, Hollerich, Luxembourg","€ 2,500/mois",Luxembourg,IMMO FRANK,"Appartement 2 chambres 3, rue de Bragance, Hollerich, Luxembourg",2500,2,89,1,1
588,"Studio à louer, Belair",€ 980/mois,Luxembourg,STUDIO-APART-HOUSE,"Studio à louer, Belair",980,,45,1,
589,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,280/mois",Esch-sur-Alzette,Actuel Immobilière Sàrl,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette",1280,2,52,1,3
590,"Appartement 1 chambre deuxième étage, Rodange, Pétange","€ 1,050/mois",Pétange,Actuel Immobilière Sàrl,"Appartement 1 chambre deuxième étage, Rodange, Pétange",1050,1,,1,2
591,"Appartement 1 chambre troisième étage, Rodange, Pétange","€ 1,100/mois",Pétange,Actuel Immobilière Sàrl,"Appartement 1 chambre troisième étage, Rodange, Pétange",1100,1,57,1,3
592,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Pétange,Actuel Immobilière Sàrl,"Appartement 1 chambre premier étage, Rodange, Pétange",1050,1,,1,1
593,"Studio à louer, Oberkorn",€ 895/mois,Differdange,Actuel Immobilière Sàrl,"Studio à louer, Oberkorn",895,1,,,
594,"Maison individuelle 250 m², neuve, Sandweiler, Sandweiler","€ 5,000/mois",Sandweiler,HOUSE BROKERS Real Estate,"Maison individuelle 250 m², neuve, Sandweiler, Sandweiler",5000,5,250,2,
595,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert","€ 1,500/mois",Mertert,HFF IMMOBILIER,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert",1500,2,105,1,2
596,"Appartement 3 chambres 24 enner den Thermen, Schieren, Schieren","€ 1,600/mois",Schieren,Foris Agence Immobilière Luxembourg,"Appartement 3 chambres 24 enner den Thermen, Schieren, Schieren",1600,3,99,1,1
597,"Appartement 2 chambres 5, rue d'Esch, Soleuvre, Sanem","€ 1,650/mois",Sanem,BIS-I-Prom SARL,"Appartement 2 chambres 5, rue d'Esch, Soleuvre, Sanem",1650,2,93,1,2
598,"Appartement 1 chambre neuf, premier étage, Cessange, Luxembourg","€ 1,775/mois",Luxembourg,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, premier étage, Cessange, Luxembourg",1775,1,53,1,1
599,"Appartement 2 chambres quatrième étage, Muhlenbach, Luxembourg","€ 2,200/mois",Luxembourg,Félix Giorgetti Sarl,"Appartement 2 chambres quatrième étage, Muhlenbach, Luxembourg",2200,2,80,,4
600,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg","€ 5,300/mois",Luxembourg,AA + Immo,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg",5300,3,184,1,4
601,"Appartement premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,AA + Immo,"Appartement premier étage, Kirchberg, Luxembourg",2500,,90,,1
602,"Appartement 1 chambre troisième étage, Welsdorf, Colmar-Berg","€ 1,375/mois",Colmar-Berg,ABRIGO,"Appartement 1 chambre troisième étage, Welsdorf, Colmar-Berg",1375,1,75,,3
603,"Appartement 2 chambres premier étage, Strassen, Strassen","€ 1,800/mois",Strassen,Roxy Immobilière,"Appartement 2 chambres premier étage, Strassen, Strassen",1800,2,85,1,1
604,"Appartement 1 chambre Avenue de la Faiencerie, Limpertsberg, Luxembourg","€ 1,750/mois",Luxembourg,LIVIN REAL ESTATE,"Appartement 1 chambre Avenue de la Faiencerie, Limpertsberg, Luxembourg",1750,1,43,,4
605,"Appartement 2 chambres rez-de-chaussée, Merl, Luxembourg","€ 2,200/mois",Luxembourg,Engel & Völkers Luxembourg,"Appartement 2 chambres rez-de-chaussée, Merl, Luxembourg",2200,2,73,1,T
606,"Studio à louer, Gare","€ 1,150/mois",Luxembourg,Sylvie Becker Agence Immobilière Sàrl,"Studio à louer, Gare",1150,,35,1,
607,"Maison individuelle 160 m², excellent état, Rambrouch, Rambrouch","€ 1,800/mois",Rambrouch,immofox,"Maison individuelle 160 m², excellent état, Rambrouch, Rambrouch",1800,3,160,1,
608,"Appartement 1 chambre excellent état, rez-de-chaussée, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,230/mois",Mondorf-les-Bains,PHOENIX Immobilier,"Appartement 1 chambre excellent état, rez-de-chaussée, Mondorf-les-Bains, Mondorf-les-Bains",1230,1,50,1,T
609,"Studio à louer, Dudelange","€ 1,100/mois",Dudelange,Immoluxury,"Studio à louer, Dudelange",1100,,15,,
610,"Studio à louer, Dudelange","€ 1,200/mois",Dudelange,Immoluxury,"Studio à louer, Dudelange",1200,,18,,
611,"Appartement 2 chambres 94 m², Wobrecken, Esch-sur-Alzette","€ 1,700/mois",Esch-sur-Alzette,COPA Immo,"Appartement 2 chambres 94 m², Wobrecken, Esch-sur-Alzette",1700,2,94,,
612,"Appartement 1 chambre neuf, premier étage, Beggen, Luxembourg","€ 1,750/mois",Luxembourg,Bureau Immobilier Feltes,"Appartement 1 chambre neuf, premier étage, Beggen, Luxembourg",1750,1,61,,1
613,"Maison individuelle rue des Romains, Strassen, Strassen","€ 2,300/mois",Strassen,LIVIN REAL ESTATE,"Maison individuelle rue des Romains, Strassen, Strassen",2300,2,120,1,
614,"Maison individuelle 220 m², Peppange, Roeser","€ 3,800/mois",Roeser,Maria Immo,"Maison individuelle 220 m², Peppange, Roeser",3800,5,220,2,
615,"Appartement 2 chambres 7a, rue de Mersch, Ermsdorf, Grosbous, Grosbous","€ 1,250/mois",Grosbous,Immobilière de l'Attert,"Appartement 2 chambres 7a, rue de Mersch, Ermsdorf, Grosbous, Grosbous",1250,2,116,1,1
616,"Appartement 1 chambre 19, Haaptstrooss, Marnach, Clervaux","€ 1,000/mois",Clervaux,Immobilière de l'Attert,"Appartement 1 chambre 19, Haaptstrooss, Marnach, Clervaux",1000,1,63,,T
617,"Appartement 1 chambre neuf, premier étage, Lintgen, Lintgen","€ 1,600/mois",Lintgen,Immo Pro Concept,"Appartement 1 chambre neuf, premier étage, Lintgen, Lintgen",1600,1,83,,1
