,property,price_range,location,property_link,agency,unit,unit_price,unit_info
250,"Appartement 1 chambre rez-de-chaussée, Belval, Esch-sur-Alzette","€ 1,400/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/481479/,KIFFER & PARTNERS Sàrl-S,"Appartement 1 chambre rez-de-chaussée, Belval, Esch-sur-Alzette","€ 1,400/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': 'T'}"
251,"Appartement 1 chambre premier étage, Wobrecken, Esch-sur-Alzette","€ 1,200/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/481475/,Agence Immobilière Uelzecht,"Appartement 1 chambre premier étage, Wobrecken, Esch-sur-Alzette","€ 1,200/mois","{'chambre/pièce': '1', 'superficie': '55\n m²', 'salle de bain': '1', 'étage': '1'}"
252,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,150/mois",Differdange,https://www.immotop.lu/annonces/481417/,AD Agence Immobilière,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,150/mois","{'chambre/pièce': '1', 'superficie': '53\n m²', 'salle de bain': '1', 'étage': '1'}"
253,"Studio à louer, Ville Haute","€ 1,100/mois",Luxembourg,https://www.immotop.lu/annonces/481413/,Weckbecker Agence Immobilière,"Studio à louer, Ville Haute","€ 1,100/mois",{'superficie': '25\n m²'}
254,"Maison individuelle Rue Jean Schneider, Mamer, Mamer","€ 3,350/mois",Mamer,https://www.immotop.lu/annonces/444291/,RIE SA,"Maison individuelle Rue Jean Schneider, Mamer, Mamer","€ 3,350/mois","{'chambres/pièces': '3', 'superficie': '170\n m²', 'salle de bain': '1'}"
255,"Maison individuelle rue des Muguets, Strassen, Strassen","€ 4,000/mois",Strassen,https://www.immotop.lu/annonces/475385/,RIE SA,"Maison individuelle rue des Muguets, Strassen, Strassen","€ 4,000/mois","{'chambres/pièces': '4', 'superficie': '240\n m²', 'salles de bain': '2'}"
256,"Appartement 69 avenue de la Faiencerie, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/292779/,Kalmas SA,"Appartement 69 avenue de la Faiencerie, Limpertsberg, Luxembourg","€ 2,600/mois",{'étage': 'T'}
257,"Maison individuelle 230 m², neuve, Ermsdorf, Grosbous, Grosbous","€ 2,600/mois",Grosbous,https://www.immotop.lu/annonces/379879/,RCI – REFFAY Christophe Immobilien,"Maison individuelle 230 m², neuve, Ermsdorf, Grosbous, Grosbous","€ 2,600/mois","{'chambres/pièces': '4', 'superficie': '230\n m²'}"
258,"Appartement 2 chambres troisième étage, Reckange-sur-Mess, Reckange-sur-Mess","€ 1,700/mois",Reckange-sur-Mess,https://www.immotop.lu/annonces/468795/,Immobilière Paul Reinig,"Appartement 2 chambres troisième étage, Reckange-sur-Mess, Reckange-sur-Mess","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '3'}"
259,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 1,700/mois",Leudelange,https://www.immotop.lu/annonces/468797/,Immobilière Paul Reinig,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '3'}"
260,"Triplex à louer, Feulen, Niederfeulen","€ 2,200/mois",Feulen,https://www.immotop.lu/annonces/462203/,Immobilière Paul Reinig,"Triplex à louer, Feulen, Niederfeulen","€ 2,200/mois","{'chambres/pièces': '4', 'superficie': '161\n m²', 'salle de bain': '1'}"
261,"Duplex à louer, Ettelbrück","€ 1,800/mois",Ettelbruck,https://www.immotop.lu/annonces/435093/,Immobilière Paul Reinig,"Duplex à louer, Ettelbrück","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '155\n m²', 'salle de bain': '1'}"
262,"Appartement 2 chambres premier étage, Diekirch, Diekirch","€ 1,550/mois",Diekirch,https://www.immotop.lu/annonces/463355/,Immobilière Paul Reinig,"Appartement 2 chambres premier étage, Diekirch, Diekirch","€ 1,550/mois","{'chambres/pièces': '2', 'superficie': '97\n m²', 'salle de bain': '1', 'étage': '1'}"
263,"Appartement 3 chambres rez-de-chaussée, Erpeldange-sur-Sûre, Erpeldange-sur-Sûre","€ 1,600/mois",Erpeldange-sur-Sûre,https://www.immotop.lu/annonces/396077/,Immobilière Paul Reinig,"Appartement 3 chambres rez-de-chaussée, Erpeldange-sur-Sûre, Erpeldange-sur-Sûre","€ 1,600/mois","{'chambres/pièces': '3', 'superficie': '126\n m²', 'salle de bain': '1', 'étage': 'T'}"
264,"Appartement 2 chambres premier étage, Feulen, Niederfeulen, Feulen","€ 1,600/mois",Feulen,https://www.immotop.lu/annonces/462205/,Immobilière Paul Reinig,"Appartement 2 chambres premier étage, Feulen, Niederfeulen, Feulen","€ 1,600/mois","{'chambres/pièces': '2', 'superficie': '113\n m²', 'salle de bain': '1', 'étage': '1'}"
265,"Appartement 3 chambres 120 m², Feulen, Niederfeulen, Feulen","€ 1,700/mois",Feulen,https://www.immotop.lu/annonces/475999/,Immobilière Paul Reinig,"Appartement 3 chambres 120 m², Feulen, Niederfeulen, Feulen","€ 1,700/mois","{'chambres/pièces': '3', 'superficie': '120\n m²', 'salle de bain': '1'}"
266,"Appartement 2 chambres 5 Maison, Reuler, Clervaux","€ 1,050/mois",Clervaux,https://www.immotop.lu/annonces/479525/,IMMO ANSAY,"Appartement 2 chambres 5 Maison, Reuler, Clervaux","€ 1,050/mois","{'chambres/pièces': '2', 'superficie': '80\n m²', 'étage': 'T'}"
267,"Appartement 2 chambres rez-de-chaussée, Bissen, Bissen","€ 1,500/mois",Bissen,https://www.immotop.lu/annonces/479515/,Weckbecker Agence Immobilière,"Appartement 2 chambres rez-de-chaussée, Bissen, Bissen","€ 1,500/mois","{'chambres/pièces': '2', 'salles de bain': '2', 'étage': 'T'}"
268,"Appartement 1 chambre premier étage, Greisch, Simmerfarm, Leesbach, Habscht","€ 1,000/mois",Habscht,https://www.immotop.lu/annonces/469071/,Immo & Co,"Appartement 1 chambre premier étage, Greisch, Simmerfarm, Leesbach, Habscht","€ 1,000/mois","{'chambre/pièce': '1', 'superficie': '52\n m²', 'étage': '1'}"
269,"Appartement 1 chambre rue Johny Flick 32, Merl, Luxembourg","€ 1,880/mois",Luxembourg,https://www.immotop.lu/annonces/479093/,Immocity Luxembourg sàrl,"Appartement 1 chambre rue Johny Flick 32, Merl, Luxembourg","€ 1,880/mois","{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '2'}"
270,"Appartement 1 chambre troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,300/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/478689/,ImmoAssur,"Appartement 1 chambre troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '61\n m²', 'étage': '3'}"
271,"Appartement 1 chambre 14, route de Luxembourg, Bettembourg, Bettembourg","€ 1,500/mois",Bettembourg,https://www.immotop.lu/annonces/478659/,DAN BECK Immobilière,"Appartement 1 chambre 14, route de Luxembourg, Bettembourg, Bettembourg","€ 1,500/mois","{'chambre/pièce': '1', 'superficie': '72\n m²', 'étage': '3'}"
272,"Duplex à louer, Cents","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/478657/,Immostep sarl,"Duplex à louer, Cents","€ 2,300/mois","{'chambres/pièces': '3', 'superficie': '140\n m²', 'salle de bain': '1'}"
273,"Duplex à louer, Grevenmacher","€ 2,250/mois",Grevenmacher,https://www.immotop.lu/annonces/478413/,IMMO NATIONAL,"Duplex à louer, Grevenmacher","€ 2,250/mois",{'superficie': '90\n m²'}
274,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 2,100/mois",Hesperange,https://www.immotop.lu/annonces/414603/,Move In Immobilier Sarl,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '89\n m²', 'étage': '1'}"
275,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/477725/,Immobelle,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': 'T'}"
276,"Appartement 2 chambres 42 rue Sainte Zithe, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/477533/,SAVILLS,"Appartement 2 chambres 42 rue Sainte Zithe, Gare, Luxembourg","€ 2,300/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '3'}"
277,"Duplex à louer, Hobscheid","€ 1,550/mois",Habscht,https://www.immotop.lu/annonces/477445/,Context Immo S.a.r.l.,"Duplex à louer, Hobscheid","€ 1,550/mois","{'chambres/pièces': '2', 'superficie': '109\n m²', 'salle de bain': '1'}"
278,"Appartement 2 chambres rez-de-chaussée, Marnach, Clervaux","€ 1,250/mois",Clervaux,https://www.immotop.lu/annonces/477441/,Immo Wolz,"Appartement 2 chambres rez-de-chaussée, Marnach, Clervaux","€ 1,250/mois","{'chambres/pièces': '2', 'superficie': '77\n m²', 'salle de bain': '1', 'étage': 'T'}"
279,"Maison individuelle 180 m², Belair, Luxembourg","€ 4,300/mois",Luxembourg,https://www.immotop.lu/annonces/477397/,HOUSE BROKERS Real Estate,"Maison individuelle 180 m², Belair, Luxembourg","€ 4,300/mois","{'chambres/pièces': '4', 'superficie': '180\n m²', 'salles de bain': '2'}"
280,"Appartement 1 chambre neuf, deuxième étage, Ville Haute, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/477387/,A propos Immobilier,"Appartement 1 chambre neuf, deuxième étage, Ville Haute, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '2'}"
281,"Studio à louer, Limpertsberg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/477337/,FMI IMMOBILIER,"Studio à louer, Limpertsberg","€ 2,400/mois","{'chambre/pièce': '1', 'superficie': '30\n m²'}"
282,"Studio à louer, Limpertsberg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/477335/,FMI IMMOBILIER,"Studio à louer, Limpertsberg","€ 2,500/mois","{'chambre/pièce': '1', 'superficie': '55\n m²'}"
283,"Duplex à louer, Belair","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/477297/,Park Agence,"Duplex à louer, Belair","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1'}"
284,"Appartement 1 chambre Batty Weber 4, Differdange, Lasauvage, Differdange","€ 1,300/mois",Differdange,https://www.immotop.lu/annonces/464211/,Parc Immo Gestion,"Appartement 1 chambre Batty Weber 4, Differdange, Lasauvage, Differdange","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '3'}"
285,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,100/mois",Differdange,https://www.immotop.lu/annonces/160219/,Parc Immo Gestion,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,100/mois","{'chambre/pièce': '1', 'étage': '1'}"
286,"Appartement rez-de-chaussée, Ville Haute, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/204731/,Parc Immo Gestion,"Appartement rez-de-chaussée, Ville Haute, Luxembourg","€ 3,200/mois",{'étage': 'T'}
287,"Penthouse 13 route de longwy, Bertrange, Bertrange","€ 2,500/mois",Bertrange,https://www.immotop.lu/annonces/477225/,Monde Avenir Sàrl,"Penthouse 13 route de longwy, Bertrange, Bertrange","€ 2,500/mois","{'chambres/pièces': '3', 'superficie': '124\n m²', 'salles de bain': '2', 'étage': '7'}"
288,"Appartement 3 chambres neuf, deuxième étage, Merl, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/476975/,URBAN HOME S. à r.l.,"Appartement 3 chambres neuf, deuxième étage, Merl, Luxembourg","€ 2,700/mois","{'chambres/pièces': '3', 'superficie': '111\n m²', 'salle de bain': '1', 'étage': '2'}"
289,"Appartement 1 chambre premier étage, Schengen, Schengen","€ 1,280/mois",Schengen,https://www.immotop.lu/annonces/476945/,ERLO S.A.,"Appartement 1 chambre premier étage, Schengen, Schengen","€ 1,280/mois","{'chambre/pièce': '1', 'superficie': '69\n m²', 'salle de bain': '1', 'étage': '1'}"
290,"Appartement 2 chambres rue de Rolling, Erpeldange, Bous","€ 1,400/mois",Bous,https://www.immotop.lu/annonces/426553/,Schiltz Immo,"Appartement 2 chambres rue de Rolling, Erpeldange, Bous","€ 1,400/mois","{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': '1'}"
291,"Appartement 1 chambre neuf, rez-de-chaussée, Steinfort, Steinfort","€ 1,600/mois",Steinfort,https://www.immotop.lu/annonces/476919/,Bureau Immobilier Feltes,"Appartement 1 chambre neuf, rez-de-chaussée, Steinfort, Steinfort","€ 1,600/mois","{'chambre/pièce': '1', 'superficie': '57\n m²', 'étage': 'T'}"
292,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher","€ 1,600/mois",Grevenmacher,https://www.immotop.lu/annonces/476899/,Abby Toussaint,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher","€ 1,600/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '2'}"
293,"Appartement 2 chambres premier étage, Dommeldange, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/476895/,Immoneuf,"Appartement 2 chambres premier étage, Dommeldange, Luxembourg","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '102\n m²', 'salle de bain': '1', 'étage': '1'}"
294,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange","€ 2,700/mois",Hesperange,https://www.immotop.lu/annonces/476869/,STUGALUX S.A,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange","€ 2,700/mois","{'chambres/pièces': '3', 'superficie': '156\n m²', 'salles de bain': '2', 'étage': '3'}"
295,"Appartement 1 chambre excellent état, quatrième étage, Al-Esch, Esch-sur-Alzette","€ 1,175/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/476865/,Alfa Immobilier,"Appartement 1 chambre excellent état, quatrième étage, Al-Esch, Esch-sur-Alzette","€ 1,175/mois","{'chambre/pièce': '1', 'superficie': '35\n m²', 'étage': '4'}"
296,"Appartement 1 chambre Rue Marguerite Thomas-Clement, Strassen, Strassen","€ 1,600/mois",Strassen,https://www.immotop.lu/annonces/476863/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 1 chambre Rue Marguerite Thomas-Clement, Strassen, Strassen","€ 1,600/mois","{'chambre/pièce': '1', 'superficie': '58\n m²', 'étage': 'T'}"
297,"Studio à louer, Eich","€ 1,350/mois",Luxembourg,https://www.immotop.lu/annonces/476861/,Sylvie Becker Agence Immobilière Sàrl,"Studio à louer, Eich","€ 1,350/mois","{'chambre/pièce': '1', 'superficie': '41\n m²'}"
298,"Appartement 2 chambres Rue de Holleroch, Gare, Luxembourg","€ 3,050/mois",Luxembourg,https://www.immotop.lu/annonces/448957/,AGENCE PRINCIPALE BEHROUZ NASSERI,"Appartement 2 chambres Rue de Holleroch, Gare, Luxembourg","€ 3,050/mois","{'chambres/pièces': '2', 'superficie': '113\n m²', 'salle de bain': '1', 'étage': '1'}"
299,"Appartement 28 Op der Heed, ID13, 1747 Lëtzebuerg, Luxembourg, Cents, Luxembourg","€ 2,050/mois",Luxembourg,https://www.immotop.lu/annonces/476403/,Blueground,"Appartement 28 Op der Heed, ID13, 1747 Lëtzebuerg, Luxembourg, Cents, Luxembourg","€ 2,050/mois","{'superficie': '30\n m²', 'salle de bain': '1', 'étage': 'T'}"
300,"Appartement 3 chambres huitième étage, Rodange, Pétange","€ 2,000/mois",Pétange,https://www.immotop.lu/annonces/473395/,EC Immo,"Appartement 3 chambres huitième étage, Rodange, Pétange","€ 2,000/mois","{'chambres/pièces': '3', 'superficie': '150\n m²', 'salles de bain': '2', 'étage': '8'}"
301,"Appartement 3 chambres premier étage, Berchem, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/476353/,Engel & Völkers Luxembourg,"Appartement 3 chambres premier étage, Berchem, Roeser","€ 1,700/mois","{'chambres/pièces': '3', 'superficie': '103\n m²', 'salle de bain': '1', 'étage': '1'}"
302,"Appartement 2 chambres premier étage, Hollerich, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/476317/,Groupe Immobilier Luxembourgeois,"Appartement 2 chambres premier étage, Hollerich, Luxembourg","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '1'}"
303,"Appartement rez-de-chaussée, Differdange, Lasauvage, Differdange",€ 100/mois,Differdange,https://www.immotop.lu/annonces/476315/,Groupe Immobilier Luxembourgeois,"Appartement rez-de-chaussée, Differdange, Lasauvage, Differdange",€ 100/mois,{'étage': 'T'}
304,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/354799/,MAINSTREET Real Estate,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '2'}"
305,"Appartement premier étage, Schifflange, Schifflange",€ 990/mois,Schifflange,https://www.immotop.lu/annonces/469289/,Immo Losch S.àr.l,"Appartement premier étage, Schifflange, Schifflange",€ 990/mois,"{'superficie': '40\n m²', 'étage': '1'}"
306,"Appartement 1 chambre rez-de-chaussée, Leudelange, Leudelange","€ 1,700/mois",Leudelange,https://www.immotop.lu/annonces/476065/,COPA Immo,"Appartement 1 chambre rez-de-chaussée, Leudelange, Leudelange","€ 1,700/mois","{'chambre/pièce': '1', 'superficie': '65\n m²', 'salle de bain': '1', 'étage': 'T'}"
307,"Duplex à louer, Welsdorf","€ 1,850/mois",Colmar-Berg,https://www.immotop.lu/annonces/476053/,B IMMOBILIER,"Duplex à louer, Welsdorf","€ 1,850/mois","{'chambres/pièces': '3', 'superficie': '112\n m²', 'salle de bain': '1'}"
308,"Appartement 2 chambres 52a rue de la corniche, Itzig, Hesperange","€ 2,400/mois",Hesperange,https://www.immotop.lu/annonces/436227/,Living Form Real Estate,"Appartement 2 chambres 52a rue de la corniche, Itzig, Hesperange","€ 2,400/mois","{'chambres/pièces': '2', 'superficie': '125\n m²', 'salle de bain': '1', 'étage': 'T'}"
309,"Appartement 2 chambres 16a rue de la Jeuness Sacrifiée, Bascharage, Käerjeng","€ 2,500/mois",Käerjeng,https://www.immotop.lu/annonces/459745/,Living Form Real Estate,"Appartement 2 chambres 16a rue de la Jeuness Sacrifiée, Bascharage, Käerjeng","€ 2,500/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'étage': 'T'}"
310,"Appartement 86, rue Charles Darwin, Gasperich, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/474209/,Living Form Real Estate,"Appartement 86, rue Charles Darwin, Gasperich, Luxembourg","€ 1,500/mois","{'superficie': '31\n m²', 'étage': '1'}"
311,"Appartement 2 chambres deuxième étage, Fentange, Hesperange","€ 2,200/mois",Hesperange,https://www.immotop.lu/annonces/162747/,CHERUBIM,"Appartement 2 chambres deuxième étage, Fentange, Hesperange","€ 2,200/mois","{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '2'}"
312,"Appartement rez-de-chaussée, Ville Haute, Luxembourg","€ 1,290/mois",Luxembourg,https://www.immotop.lu/annonces/151841/,CHERUBIM,"Appartement rez-de-chaussée, Ville Haute, Luxembourg","€ 1,290/mois","{'superficie': '25\n m²', 'étage': 'T'}"
313,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,700/mois",Mertert,https://www.immotop.lu/annonces/462015/,Riman Immobilien,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,700/mois","{'chambres/pièces': '2', 'superficie': '111\n m²', 'salle de bain': '1', 'étage': '3'}"
314,"Appartement 1 chambre rue jean-pierre brasseur, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/385403/,MKA Malou KNAFF Sàrl,"Appartement 1 chambre rue jean-pierre brasseur, Belair, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '4'}"
315,"Appartement 2 chambres bd d'avranches, Gare, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/9805/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres bd d'avranches, Gare, Luxembourg","€ 4,500/mois","{'chambres/pièces': '2', 'superficie': '164\n m²', 'salles de bain': '2', 'étage': '3'}"
316,"Appartement 2 chambres boulevard d'avranches, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/13483/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres boulevard d'avranches, Ville Haute, Luxembourg","€ 4,500/mois","{'chambres/pièces': '2', 'superficie': '164\n m²', 'salles de bain': '2', 'étage': '4'}"
317,"Appartement 2 chambres rue comte de ferraris, Dommeldange, Luxembourg","€ 2,050/mois",Luxembourg,https://www.immotop.lu/annonces/466157/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres rue comte de ferraris, Dommeldange, Luxembourg","€ 2,050/mois","{'chambres/pièces': '2', 'superficie': '110\n m²', 'salle de bain': '1', 'étage': '2'}"
318,"Maison individuelle rue des muguets, Strassen, Strassen","€ 3,400/mois",Strassen,https://www.immotop.lu/annonces/472745/,MKA Malou KNAFF Sàrl,"Maison individuelle rue des muguets, Strassen, Strassen","€ 3,400/mois","{'chambres/pièces': '4', 'superficie': '186\n m²', 'salles de bain': '2'}"
319,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,900/mois",Mertert,https://www.immotop.lu/annonces/461983/,Riman Immobilien,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,900/mois","{'chambres/pièces': '3', 'superficie': '110\n m²', 'salles de bain': '2', 'étage': '3'}"
320,"Triplex à louer, Niederdonven","€ 1,950/mois",Flaxweiler,https://www.immotop.lu/annonces/212045/,MKA Malou KNAFF Sàrl,"Triplex à louer, Niederdonven","€ 1,950/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1'}"
321,"Appartement 2 chambres rue d'oetrange, Sandweiler, Sandweiler","€ 2,000/mois",Sandweiler,https://www.immotop.lu/annonces/448201/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres rue d'oetrange, Sandweiler, Sandweiler","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '3'}"
322,"Appartement 2 chambres boulevard de la pétrusse, Gare, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/463319/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres boulevard de la pétrusse, Gare, Luxembourg","€ 1,800/mois","{'chambres/pièces': '2', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': '1'}"
323,"Appartement 2 chambres A Romescht, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 2,050/mois",Lorentzweiler,https://www.immotop.lu/annonces/396647/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres A Romescht, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 2,050/mois","{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': 'T'}"
324,"Appartement 1 chambre avenue Guillaume Schneider, Limpertsberg, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/448989/,MKA Malou KNAFF Sàrl,"Appartement 1 chambre avenue Guillaume Schneider, Limpertsberg, Luxembourg","€ 1,500/mois","{'chambre/pièce': '1', 'superficie': '50\n m²', 'salle de bain': '1', 'étage': '3'}"
325,"Appartement 2 chambres rue des Eglantiers, Neudorf-Weimershof, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/435533/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres rue des Eglantiers, Neudorf-Weimershof, Luxembourg","€ 2,500/mois","{'chambres/pièces': '2', 'superficie': '97\n m²', 'salle de bain': '1', 'étage': 'T'}"
326,"Appartement 1 chambre route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 1,300/mois",Lorentzweiler,https://www.immotop.lu/annonces/472209/,MKA Malou KNAFF Sàrl,"Appartement 1 chambre route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '55\n m²', 'salle de bain': '1', 'étage': '2'}"
327,"Appartement 2 chambres rue St Martin, Wasserbillig, Mertert","€ 1,700/mois",Mertert,https://www.immotop.lu/annonces/462035/,Riman Immobilien,"Appartement 2 chambres rue St Martin, Wasserbillig, Mertert","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': '1'}"
328,"Appartement 2 chambres rue Théodore Eberhard, Belair, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/353203/,MKA Malou KNAFF Sàrl,"Appartement 2 chambres rue Théodore Eberhard, Belair, Luxembourg","€ 3,200/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'salles de bain': '2', 'étage': '2'}"
329,"Appartement 1 chambre route du vin, Schwebsange, Schwebsingen, Schengen","€ 1,250/mois",Schengen,https://www.immotop.lu/annonces/343151/,MKA Malou KNAFF Sàrl,"Appartement 1 chambre route du vin, Schwebsange, Schwebsingen, Schengen","€ 1,250/mois","{'chambre/pièce': '1', 'superficie': '69\n m²', 'salle de bain': '1', 'étage': '1'}"
330,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/476003/,LIVIN REAL ESTATE,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 2,700/mois","{'chambres/pièces': '2', 'superficie': '109\n m²', 'salle de bain': '1', 'étage': '3'}"
331,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/475989/,Bureau Immobilier Feltes,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,700/mois","{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': 'T'}"
332,"Appartement 3 chambres premier étage, Dommeldange, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/455441/,Immocity Luxembourg sàrl,"Appartement 3 chambres premier étage, Dommeldange, Luxembourg","€ 2,800/mois","{'chambres/pièces': '3', 'superficie': '112\n m²', 'salles de bain': '2', 'étage': '1'}"
333,"Maison individuelle 190 m², Oberanven, Rameldange, Hostert, Niederanven","€ 2,800/mois",Niederanven,https://www.immotop.lu/annonces/439659/,Immocity Luxembourg sàrl,"Maison individuelle 190 m², Oberanven, Rameldange, Hostert, Niederanven","€ 2,800/mois","{'chambres/pièces': '3', 'superficie': '190\n m²', 'salles de bain': '3'}"
334,"Appartement 2 chambres deuxième étage, Merl, Luxembourg","€ 1,950/mois",Luxembourg,https://www.immotop.lu/annonces/445727/,Immocity Luxembourg sàrl,"Appartement 2 chambres deuxième étage, Merl, Luxembourg","€ 1,950/mois","{'chambres/pièces': '2', 'superficie': '108\n m²', 'salle de bain': '1', 'étage': '2'}"
