,property,price_range,location,property_link,agency,unit,unit_price,unit_info
745,"Penthouse neuf, 66 m², Merl, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/429645/,Bureau Immobilier Feltes,"Penthouse neuf, 66 m², Merl, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '66\n m²', 'étage': '4'}"
746,"Appartement 2 chambres troisième étage, Merl, Luxembourg","€ 1,750/mois",Luxembourg,https://www.immotop.lu/annonces/459571/,MGI Real Estate Agency sàrl,"Appartement 2 chambres troisième étage, Merl, Luxembourg","€ 1,750/mois","{'chambres/pièces': '2', 'superficie': '66\n m²', 'salle de bain': '1', 'étage': '3'}"
747,"Appartement 1 chambre premier étage, Strassen, Strassen","€ 1,750/mois",Strassen,https://www.immotop.lu/annonces/427093/,LIVIN REAL ESTATE,"Appartement 1 chambre premier étage, Strassen, Strassen","€ 1,750/mois","{'chambre/pièce': '1', 'superficie': '94\n m²', 'salle de bain': '1', 'étage': '1'}"
748,"Appartement 2 chambres rue de Bragance, Hollerich, Luxembourg","€ 3,250/mois",Luxembourg,https://www.immotop.lu/annonces/425607/,LIVIN REAL ESTATE,"Appartement 2 chambres rue de Bragance, Hollerich, Luxembourg","€ 3,250/mois","{'chambres/pièces': '2', 'superficie': '107\n m²', 'salles de bain': '2', 'étage': '3'}"
749,"Maison individuelle 200 m², Lamadelaine, Pétange","€ 2,500/mois",Pétange,https://www.immotop.lu/annonces/425233/,Qubus Immobilier,"Maison individuelle 200 m², Lamadelaine, Pétange","€ 2,500/mois","{'chambres/pièces': '4', 'superficie': '200\n m²'}"
750,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/424401/,A propos Immobilier,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '89\n m²', 'salle de bain': '1', 'étage': '2'}"
751,"Duplex à louer, Mamer","€ 2,300/mois",Mamer,https://www.immotop.lu/annonces/478407/,EUROPROM S.A.,"Duplex à louer, Mamer","€ 2,300/mois","{'chambres/pièces': '3', 'superficie': '139\n m²', 'salle de bain': '1'}"
752,"Appartement 2 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/423029/,Bressaglia Immobilière,"Appartement 2 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,650/mois","{'chambres/pièces': '2', 'superficie': '83\n m²', 'étage': 'T'}"
753,"Maison individuelle montee de clausen, Clausen, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/11305/,Barresi-Group Real Estate Agency,"Maison individuelle montee de clausen, Clausen, Luxembourg","€ 1,400/mois","{'chambre/pièce': '1', 'salles de bain': '2'}"
754,"Studio à louer, Kirchberg",€ 850/mois,Luxembourg,https://www.immotop.lu/annonces/63191/,Barresi-Group Real Estate Agency,"Studio à louer, Kirchberg",€ 850/mois,"{'superficie': '50\n m²', 'salle de bain': '1'}"
755,"Maison individuelle 25, chemin de Steinsel, Kopstal, Kopstal","€ 4,300/mois",Kopstal,https://www.immotop.lu/annonces/422701/,IMMO FRANK,"Maison individuelle 25, chemin de Steinsel, Kopstal, Kopstal","€ 4,300/mois","{'chambres/pièces': '5', 'superficie': '280\n m²', 'salle de bain': '1'}"
756,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 1,350/mois",Luxembourg,https://www.immotop.lu/annonces/415991/,Claude Michels Immobilière,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 1,350/mois","{'chambres/pièces': '2', 'salle de bain': '1', 'étage': '2'}"
757,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/414707/,Bureau Immobilier Feltes,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg","€ 2,950/mois","{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': 'T'}"
758,"Appartement 1 chambre deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/472101/,Agence IMMMO,"Appartement 1 chambre deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,600/mois","{'chambre/pièce': '1', 'superficie': '85\n m²', 'étage': '2'}"
759,"Appartement 1 chambre sixième étage, Bettange-sur-Mess, Dippach",€ 825/mois,Dippach,https://www.immotop.lu/annonces/414225/,Homeseek,"Appartement 1 chambre sixième étage, Bettange-sur-Mess, Dippach",€ 825/mois,"{'chambre/pièce': '1', 'superficie': '16\n m²', 'étage': '6'}"
760,"Appartement 3 chambres troisième étage, Ville Haute, Luxembourg","€ 3,700/mois",Luxembourg,https://www.immotop.lu/annonces/413751/,A-Z Immobilière,"Appartement 3 chambres troisième étage, Ville Haute, Luxembourg","€ 3,700/mois","{'chambres/pièces': '3', 'superficie': '160\n m²', 'salles de bain': '2', 'étage': '3'}"
761,"Appartement 1 chambre rue du pont, Rosport, Rosport-Mompach","€ 1,500/mois",Rosport-Mompach,https://www.immotop.lu/annonces/413735/,Immobilière Patrick Denter s.à.r.l.,"Appartement 1 chambre rue du pont, Rosport, Rosport-Mompach","€ 1,500/mois","{'chambre/pièce': '1', 'superficie': '107\n m²', 'salles de bain': '2', 'étage': 'T'}"
762,"Maison individuelle 400 m², Bastendorf, Tandel","€ 4,500/mois",Tandel,https://www.immotop.lu/annonces/413677/,SOS IMMO SARL,"Maison individuelle 400 m², Bastendorf, Tandel","€ 4,500/mois","{'chambres/pièces': '3', 'superficie': '400\n m²', 'salle de bain': '1'}"
763,"Appartement 1 chambre rez-de-chaussée, Neudorf-Weimershof, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/413043/,Bressaglia Immobilière,"Appartement 1 chambre rez-de-chaussée, Neudorf-Weimershof, Luxembourg","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '65\n m²', 'salle de bain': '1', 'étage': 'T'}"
764,"Studio à louer, Neudorf-Weimershof","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/413033/,Bressaglia Immobilière,"Studio à louer, Neudorf-Weimershof","€ 1,200/mois","{'chambre/pièce': '1', 'superficie': '34\n m²'}"
765,"Appartement 2 chambres premier étage, Neudorf-Weimershof, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/413025/,Bressaglia Immobilière,"Appartement 2 chambres premier étage, Neudorf-Weimershof, Luxembourg","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '108\n m²', 'salles de bain': '2', 'étage': '1'}"
766,"Studio à louer, Bonnevoie-Verlorenkost","€ 1,100/mois",Luxembourg,https://www.immotop.lu/annonces/411235/,ACE IMMO,"Studio à louer, Bonnevoie-Verlorenkost","€ 1,100/mois","{'superficie': '27\n m²', 'salle de bain': '1'}"
767,"Duplex à louer, Fettmeth","€ 2,000/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/404163/,M2 Agence Immobilière,"Duplex à louer, Fettmeth","€ 2,000/mois","{'chambres/pièces': '3', 'superficie': '130\n m²', 'salle de bain': '1'}"
768,"Appartement 3 chambres rez-de-chaussée, Mamer, Mamer","€ 2,200/mois",Mamer,https://www.immotop.lu/annonces/470205/,iKSL S.à.r.l,"Appartement 3 chambres rez-de-chaussée, Mamer, Mamer","€ 2,200/mois","{'chambres/pièces': '3', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': 'T'}"
769,"Studio à louer, Ville Haute","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/403999/,Altea Immobilière,"Studio à louer, Ville Haute","€ 1,200/mois","{'chambres/pièces': '5+', 'superficie': '13\n m²', 'salles de bain': '3+'}"
770,"Appartement 2 chambres premier étage, Strassen, Strassen","€ 2,000/mois",Strassen,https://www.immotop.lu/annonces/474129/,Groupe Immobilier Luxembourgeois,"Appartement 2 chambres premier étage, Strassen, Strassen","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '1'}"
771,"Studio à louer, Strassen","€ 1,600/mois",Strassen,https://www.immotop.lu/annonces/464509/,DAN BECK Immobilière,"Studio à louer, Strassen","€ 1,600/mois","{'chambre/pièce': '1', 'superficie': '43\n m²', 'salle de bain': '1'}"
772,"Appartement 3 chambres 92, Bl de la Petrusse, Gare, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/472943/,DAN BECK Immobilière,"Appartement 3 chambres 92, Bl de la Petrusse, Gare, Luxembourg","€ 2,700/mois","{'chambres/pièces': '3', 'superficie': '120\n m²', 'salle de bain': '1', 'étage': '5'}"
773,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/396001/,Bressaglia Immobilière,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': '2'}"
774,"Maison individuelle 180 m², Belair, Luxembourg","€ 5,500/mois",Luxembourg,https://www.immotop.lu/annonces/395829/,Bressaglia Immobilière,"Maison individuelle 180 m², Belair, Luxembourg","€ 5,500/mois","{'chambres/pièces': '4', 'superficie': '180\n m²'}"
775,"Appartement 2 chambres premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,500/mois",Junglinster,https://www.immotop.lu/annonces/468403/,iMMOSOLUTIONS,"Appartement 2 chambres premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,500/mois","{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
776,"Maison individuelle 185 m², excellent état, Niederanven, Niederanven","€ 3,850/mois",Niederanven,https://www.immotop.lu/annonces/395591/,Lux Properties,"Maison individuelle 185 m², excellent état, Niederanven, Niederanven","€ 3,850/mois",{'superficie': '185\n m²'}
777,"Duplex à louer, Kirchberg","€ 2,820/mois",Luxembourg,https://www.immotop.lu/annonces/395587/,HT IMMOBILIER,"Duplex à louer, Kirchberg","€ 2,820/mois","{'chambres/pièces': '2', 'superficie': '110\n m²', 'salles de bain': '2'}"
778,"Duplex à louer, Neudorf-Weimershof","€ 2,820/mois",Luxembourg,https://www.immotop.lu/annonces/394827/,HT IMMOBILIER,"Duplex à louer, Neudorf-Weimershof","€ 2,820/mois","{'chambres/pièces': '2', 'superficie': '110\n m²', 'salle de bain': '1'}"
779,"Studio à louer, Kirchberg","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/393321/,ACE IMMO,"Studio à louer, Kirchberg","€ 1,200/mois",{'superficie': '49\n m²'}
780,"Appartement 2 chambres premier étage, Belair, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/387211/,SIGELUX,"Appartement 2 chambres premier étage, Belair, Luxembourg","€ 2,600/mois","{'chambres/pièces': '2', 'superficie': '115\n m²', 'salles de bain': '2', 'étage': '1'}"
781,"Appartement 2 chambres troisième étage, Strassen, Strassen","€ 2,800/mois",Strassen,https://www.immotop.lu/annonces/387041/,SIGELUX,"Appartement 2 chambres troisième étage, Strassen, Strassen","€ 2,800/mois","{'chambres/pièces': '2', 'superficie': '95\n m²', 'étage': '3'}"
782,"Penthouse 150 m² avec terrasse, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/385383/,SIGELUX,"Penthouse 150 m² avec terrasse, Ville Haute, Luxembourg","€ 4,500/mois","{'chambres/pièces': '3', 'superficie': '150\n m²', 'étage': '6'}"
783,"Appartement 3 chambres premier étage, Ville Haute, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/472115/,Abby Toussaint,"Appartement 3 chambres premier étage, Ville Haute, Luxembourg","€ 1,650/mois","{'chambres/pièces': '3', 'superficie': '122\n m²', 'salle de bain': '1', 'étage': '1'}"
784,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,900/mois",Luxembourg,https://www.immotop.lu/annonces/383251/,Bureau Immobilier Feltes,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,900/mois","{'chambres/pièces': '2', 'superficie': '82\n m²', 'étage': '1'}"
785,"Appartement 4 chambres rue Frantz Seimetz, Limpertsberg, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/383239/,adeQuat Immobilier Luxembourg,"Appartement 4 chambres rue Frantz Seimetz, Limpertsberg, Luxembourg","€ 3,300/mois","{'chambres/pièces': '4', 'superficie': '220\n m²', 'salles de bain': '2', 'étage': 'T'}"
786,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 1,550/mois",Luxembourg,https://www.immotop.lu/annonces/13423/,Barresi-Group Real Estate Agency,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 1,550/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '2'}"
787,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/382387/,iMMOSOLUTIONS,"Appartement 2 chambres deuxième étage, Belair, Luxembourg","€ 2,200/mois","{'chambres/pièces': '2', 'superficie': '91\n m²', 'salle de bain': '1', 'étage': '2'}"
788,"Maison individuelle 10 m², excellent état, Al-Esch, Esch-sur-Alzette",€ 700/mois,Esch-sur-Alzette,https://www.immotop.lu/annonces/382165/,Altea Immobilière,"Maison individuelle 10 m², excellent état, Al-Esch, Esch-sur-Alzette",€ 700/mois,"{'chambres/pièces': '5+', 'superficie': '10\n m²', 'salles de bain': '3'}"
789,"Appartement 2 chambres Rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/381507/,LIVIN REAL ESTATE,"Appartement 2 chambres Rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,950/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '1'}"
790,"Maison individuelle 180 m², Differdange, Lasauvage, Differdange","€ 2,800/mois",Differdange,https://www.immotop.lu/annonces/381005/,CIMOLUX Sàrl,"Maison individuelle 180 m², Differdange, Lasauvage, Differdange","€ 2,800/mois","{'chambres/pièces': '5', 'superficie': '180\n m²'}"
791,"Maison individuelle 13 Bockwee, Elvange, Hovelange, Beckerich","€ 1,850/mois",Beckerich,https://www.immotop.lu/annonces/379885/,IMMO ANSAY,"Maison individuelle 13 Bockwee, Elvange, Hovelange, Beckerich","€ 1,850/mois","{'chambres/pièces': '3', 'superficie': '113\n m²', 'salles de bain': '2'}"
792,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/378323/,Bressaglia Immobilière,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 2,500/mois","{'chambres/pièces': '2', 'superficie': '125\n m²', 'salle de bain': '1', 'étage': 'T'}"
793,"Appartement 3 chambres rue Charles Martel, Merl, Luxembourg","€ 4,100/mois",Luxembourg,https://www.immotop.lu/annonces/377991/,LIVIN REAL ESTATE,"Appartement 3 chambres rue Charles Martel, Merl, Luxembourg","€ 4,100/mois","{'chambres/pièces': '3', 'superficie': '134\n m²', 'salles de bain': '2', 'étage': '3'}"
794,"Appartement 3 chambres 1, rue de Namur, Belair, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/422623/,IMMO FRANK,"Appartement 3 chambres 1, rue de Namur, Belair, Luxembourg","€ 3,300/mois","{'chambres/pièces': '3', 'superficie': '160\n m²', 'salles de bain': '2', 'étage': '4'}"
795,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,950/mois",Luxembourg,https://www.immotop.lu/annonces/371119/,LIVIN REAL ESTATE,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,950/mois","{'chambres/pièces': '3', 'superficie': '121\n m²', 'étage': '3'}"
796,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 4,250/mois",Luxembourg,https://www.immotop.lu/annonces/371117/,LIVIN REAL ESTATE,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 4,250/mois","{'chambres/pièces': '3', 'superficie': '133\n m²', 'étage': '3'}"
797,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371107/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '2'}"
798,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371103/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,000/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '2'}"
799,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371105/,LIVIN REAL ESTATE,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,400/mois","{'chambres/pièces': '3', 'superficie': '99\n m²', 'étage': '2'}"
800,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371097/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '86\n m²', 'étage': '1'}"
801,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/371099/,LIVIN REAL ESTATE,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,100/mois","{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '1'}"
802,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371093/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,100/mois","{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '1'}"
803,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371085/,LIVIN REAL ESTATE,"Appartement 3 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,400/mois","{'chambres/pièces': '3', 'superficie': '94\n m²', 'étage': 'T'}"
804,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/371083/,LIVIN REAL ESTATE,"Appartement 1 chambre rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': 'T'}"
805,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371077/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,000/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': 'T'}"
806,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/371081/,LIVIN REAL ESTATE,"Appartement 2 chambres rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 3,200/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': 'T'}"
807,"Maison individuelle rue Emile Metz, Eich, Luxembourg","€ 5,800/mois",Luxembourg,https://www.immotop.lu/annonces/368861/,LIVIN REAL ESTATE,"Maison individuelle rue Emile Metz, Eich, Luxembourg","€ 5,800/mois","{'chambres/pièces': '5+', 'superficie': '380\n m²', 'salle de bain': '1'}"
808,"Appartement 1 chambre premier étage, Al-Esch, Esch-sur-Alzette","€ 1,200/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/459561/,MGI Real Estate Agency sàrl,"Appartement 1 chambre premier étage, Al-Esch, Esch-sur-Alzette","€ 1,200/mois","{'chambre/pièce': '1', 'superficie': '57\n m²', 'salle de bain': '1', 'étage': '1'}"
809,"Maison individuelle rue Dr Jos Peffer, Hesperange, Howald, Hesperange","€ 3,300/mois",Hesperange,https://www.immotop.lu/annonces/365681/,adeQuat Immobilier Luxembourg,"Maison individuelle rue Dr Jos Peffer, Hesperange, Howald, Hesperange","€ 3,300/mois","{'chambres/pièces': '4', 'superficie': '220\n m²', 'salles de bain': '2'}"
810,"Appartement 2 chambres excellent état, deuxième étage, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/360319/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Appartement 2 chambres excellent état, deuxième étage, Neudorf-Weimershof, Luxembourg","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '2'}"
811,"Maison individuelle rue Général Omar Bradley, Belair, Luxembourg","€ 6,000/mois",Luxembourg,https://www.immotop.lu/annonces/364295/,A propos Immobilier,"Maison individuelle rue Général Omar Bradley, Belair, Luxembourg","€ 6,000/mois","{'chambres/pièces': '4', 'superficie': '250\n m²', 'salles de bain': '3'}"
812,"Maison individuelle 175 m², Bascharage, Käerjeng","€ 2,600/mois",Käerjeng,https://www.immotop.lu/annonces/353349/,Bressaglia Immobilière,"Maison individuelle 175 m², Bascharage, Käerjeng","€ 2,600/mois","{'chambres/pièces': '3', 'superficie': '175\n m²', 'salle de bain': '1'}"
813,"Appartement 3 chambres excellent état, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/349405/,IMMO SL,"Appartement 3 chambres excellent état, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,800/mois","{'chambres/pièces': '3', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': 'T'}"
814,"Appartement 1 chambre Place de France, Belair, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/349235/,adeQuat Immobilier Luxembourg,"Appartement 1 chambre Place de France, Belair, Luxembourg","€ 2,400/mois","{'chambre/pièce': '1', 'superficie': '83\n m²', 'salle de bain': '1', 'étage': '4'}"
815,"Appartement 1 chambre Place de France, Belair, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/349227/,adeQuat Immobilier Luxembourg,"Appartement 1 chambre Place de France, Belair, Luxembourg","€ 2,100/mois","{'chambre/pièce': '1', 'superficie': '43\n m²', 'salle de bain': '1', 'étage': '3'}"
816,"Appartement 3 chambres 64A, rue de Bettembourg, Bivange, Kockelscheuer, Roeser","€ 2,200/mois",Roeser,https://www.immotop.lu/annonces/349223/,IMMO ANSAY,"Appartement 3 chambres 64A, rue de Bettembourg, Bivange, Kockelscheuer, Roeser","€ 2,200/mois","{'chambres/pièces': '3', 'superficie': '106\n m²', 'salle de bain': '1', 'étage': 'T'}"
817,"Maison individuelle 350 m², neuve, Bertrange, Bertrange","€ 6,500/mois",Bertrange,https://www.immotop.lu/annonces/476099/,Agence Immobilière LA CITE,"Maison individuelle 350 m², neuve, Bertrange, Bertrange","€ 6,500/mois","{'chambres/pièces': '3', 'superficie': '350\n m²', 'salles de bain': '3'}"
818,"Studio à louer, Ville Haute","€ 1,550/mois",Luxembourg,https://www.immotop.lu/annonces/481833/,D&D Immobilier,"Studio à louer, Ville Haute","€ 1,550/mois",{'superficie': '38\n m²'}
819,"Studio à louer, Echternach",€ 980/mois,Echternach,https://www.immotop.lu/annonces/347947/,Immo Excellence,"Studio à louer, Echternach",€ 980/mois,"{'chambre/pièce': '1', 'superficie': '35\n m²'}"
820,"Maison individuelle 23, rue de l'eau, Bettembourg, Bettembourg","€ 3,000/mois",Bettembourg,https://www.immotop.lu/annonces/346457/,IMMOBILIS sàrl,"Maison individuelle 23, rue de l'eau, Bettembourg, Bettembourg","€ 3,000/mois","{'chambres/pièces': '4', 'superficie': '147\n m²', 'salle de bain': '1'}"
821,"Appartement 2 chambres rue du Charly, Rollingergrund, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/342499/,INOWAI Residential S.A.,"Appartement 2 chambres rue du Charly, Rollingergrund, Luxembourg","€ 3,200/mois","{'chambres/pièces': '2', 'superficie': '117\n m²', 'étage': '1'}"
822,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/342823/,INOWAI Residential S.A.,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,300/mois","{'chambres/pièces': '3', 'superficie': '136\n m²', 'salle de bain': '1', 'étage': '4'}"
823,"Appartement 2 chambres rue de Hollerich, Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/342767/,INOWAI Residential S.A.,"Appartement 2 chambres rue de Hollerich, Hollerich, Luxembourg","€ 2,650/mois","{'chambres/pièces': '2', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '5'}"
824,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/342797/,INOWAI Residential S.A.,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,700/mois","{'chambre/pièce': '1', 'superficie': '49\n m²', 'salle de bain': '1', 'étage': '4'}"
825,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/342839/,INOWAI Residential S.A.,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,000/mois","{'chambres/pièces': '3', 'superficie': '117\n m²', 'salles de bain': '2', 'étage': '5'}"
826,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,050/mois",Luxembourg,https://www.immotop.lu/annonces/342817/,INOWAI Residential S.A.,"Appartement 3 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,050/mois","{'chambres/pièces': '3', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': '5'}"
827,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/342837/,INOWAI Residential S.A.,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,700/mois","{'chambre/pièce': '1', 'superficie': '48\n m²', 'salle de bain': '1', 'étage': '4'}"
828,"Appartement 4 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,350/mois",Luxembourg,https://www.immotop.lu/annonces/342807/,INOWAI Residential S.A.,"Appartement 4 chambres rue de Hollerich, Hollerich, Luxembourg","€ 3,350/mois","{'chambres/pièces': '4', 'superficie': '148\n m²', 'salles de bain': '2', 'étage': '4'}"
829,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/342829/,INOWAI Residential S.A.,"Appartement 1 chambre rue de Hollerich, Hollerich, Luxembourg","€ 1,900/mois","{'chambre/pièce': '1', 'superficie': '74\n m²', 'étage': '3'}"
