,Property,Price_Range,Location,Agency,Unit, Unit_Price (euro) ,Rooms,Area (squared meter),Bathrooms,Stage
816,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","675,015.00",,48,,T
817,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","675,015.00",,48,,T
818,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","675,015.00",,52,,T
819,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","699,000.00",,47,,T
820,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","700,584.00",,48,,T
821,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","710,000.00",,48,,T
822,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","756,835.00",1,50,,T
823,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","756,835.00",1,50,,T
824,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","756,835.00",1,47,,T
825,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","783,276.00",1,50,,T
826,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","783,276.00",1,50,,T
827,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","783,276.00",1,53,,T
828,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","799,000.00",1,61,,T
829,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","799,007.00",1,65,,T
830,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","810,508.00",1,50,,T
831,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","826,846.00",1,65,,2
832,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","837,739.00",1,65,,T
833,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","864,970.00",1,54,,T
834,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","864,970.00",1,60,,T
835,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","864,970.00",1,64,,T
836,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","892,201.00",1,58,,T
837,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","892,201.00",1,65,,T
838,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","892,201.00",1,61,,T
839,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","892,201.00",1,64,,T
840,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","919,433.00",1,64,,T
841,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","930,325.00",1,65,,T
842,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","946,664.00",1,62,,T
843,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","952,110.00",1,65,,T
844,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","952,110.00",1,64,,T
845,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","973,895.00",1,65,,T
846,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,088,266.00",2,79,,T
847,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,104,759.00",2,79,,T
848,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,115,498.00",2,83,,T
849,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,115,498.00",2,83,,T
850,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,135,000.00",2,79,,T
851,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,140,000.00",2,79,,T
852,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,142,729.00",2,83,,T
853,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,169,960.00",2,83,,T
854,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,197,191.00",2,83,,T
855,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,197,191.00",2,83,,T
856,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,197,191.00",2,83,,T
857,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,224,423.00",2,83,,T
858,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,224,423.00",2,81,,T
859,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,251,654.00",2,82,,T
860,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,251,654.00",2,83,,T
861,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,270,000.00",2,81,,T
862,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,278,885.00",2,102,,T
863,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,333,348.00",2,102,,T
864,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,333,348.00",2,83,,T
865,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,360,579.00",2,102,,T
866,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,387,810.00",2,103,,T
867,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,415,041.00",2,102,,T
868,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,442,273.00",2,102,,T
869,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,496,735.00",3,105,,T
870,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,523,966.00",3,105,,T
871,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,551,198.00",3,104,,T
872,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,590,000.00",3,105,,T
873,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,605,660.00",3,105,,T
874,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,632,891.00",3,105,,T
875,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,769,048.00",3,121,,T
876,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,823,510.00",3,120,,T
877,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","1,877,973.00",3,120,,T
878,Appartements dans programme neuf à Hesperange,"€ 598,309 - € 2,041,360",Hesperange,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Hesperange, Howald, Hesperange","2,041,360.00",3,137,,T
879,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","822,663.00",2,71,,T
880,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","846,391.00",2,70,,1
881,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","912,085.00",2,85,,1
882,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","914,527.00",2,85,,1
883,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","918,856.00",2,86,,1
884,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","932,490.00",2,85,,T
885,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","936,264.00",2,85,,T
886,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Medingen, Moutfort, Contern","938,225.00",2,86,,T
887,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Maison individuelle 144 m², neuve, Medingen, Moutfort, Contern","1,290,000.00",4,144,,
888,Appartements et Maisons individuelles dans programme neuf à Contern,"€ 822,663 - € 1,290,000",Contern,CAPELLI Luxembourg,"Maison individuelle 144 m², neuve, Medingen, Moutfort, Contern","1,290,000.00",4,144,,
889,"Appartement 2 chambres Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg","€ 1,120,000",Luxembourg,aventura,"Appartement 2 chambres Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg","1,120,000.00",2,95,2,1
890,"Appartement 1 chambre rez-de-chaussée, Rodershausen, Parc Hosingen","€ 377,227",Parc Hosingen,Immo Partner,"Appartement 1 chambre rez-de-chaussée, Rodershausen, Parc Hosingen","377,227.00",1,45,,T
891,"Duplex à vendre, Hamm","€ 753,000",Luxembourg,Immo Partner,"Duplex à vendre, Hamm","753,000.00",2,77,1,
892,"Duplex à vendre, Ville Haute","€ 1,463,776",Luxembourg,ADESMAX Real Estate,"Duplex à vendre, Ville Haute","1,463,776.00",2,96,2,
893,"Maison individuelle 147 m², Differdange, Lasauvage, Differdange","€ 1,250,000",Differdange,Parc Immo Gestion,"Maison individuelle 147 m², Differdange, Lasauvage, Differdange","1,250,000.00",3,147,2,
894,"Appartement 2 chambres deuxième étage, Differdange, Lasauvage, Differdange","€ 615,000",Differdange,Parc Immo Gestion,"Appartement 2 chambres deuxième étage, Differdange, Lasauvage, Differdange","615,000.00",2,83,1,2
895,"Maison individuelle 220 m², Hesperange, Howald, Hesperange","€ 1,890,000",Hesperange,Immo Sky Lux,"Maison individuelle 220 m², Hesperange, Howald, Hesperange","1,890,000.00",5,220,3,
896,"Appartement 3 chambres 22 rue du Cimetière, Kehlen, Kehlen","€ 1,508,408",Kehlen,BATINVEST,"Appartement 3 chambres 22 rue du Cimetière, Kehlen, Kehlen","1,508,408.00",3,154,3,
897,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,619,631",Kehlen,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","1,619,631.00",3,141,3,3
898,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,586,399",Kehlen,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","1,586,399.00",3,145,3,1
899,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,004,543",Kehlen,BATINVEST,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen","1,004,543.00",1,86,1,T
900,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,533,929",Kehlen,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","1,533,929.00",3,132,2,3
901,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,093,856",Kehlen,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","1,093,856.00",2,92,2,T
902,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,582,103",Kehlen,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","1,582,103.00",3,145,3,1
903,"Appartement 2 chambres rez-de-chaussée, Dellhéicht, Esch-sur-Alzette","€ 575,000",Esch-sur-Alzette,BATINVEST,"Appartement 2 chambres rez-de-chaussée, Dellhéicht, Esch-sur-Alzette","575,000.00",2,88,1,T
904,"Appartement 3 chambres deuxième étage, Rodange, Pétange","€ 680,000",Pétange,Immo Contact,"Appartement 3 chambres deuxième étage, Rodange, Pétange","680,000.00",3,82,1,2
905,Immeuble en Vente,"€ 1,395,000",Junglinster,M2 S.A. by Serge Veyder,Immeuble en Vente,"1,395,000.00",,180,3,T
906,"Ferme 500 m², Scheidgen, Consdorf","€ 2,450,000",Consdorf,M2 S.A. by Serge Veyder,"Ferme 500 m², Scheidgen, Consdorf","2,450,000.00",5,500,3,
907,"Appartement 2 chambres rez-de-chaussée, Hesperange, Howald, Hesperange","€ 1,475,000",Hesperange,Immo Contact,"Appartement 2 chambres rez-de-chaussée, Hesperange, Howald, Hesperange","1,475,000.00",2,122,1,T
908,"Appartement 2 chambres rez-de-chaussée, Cents, Luxembourg","€ 1,440,000",Luxembourg,M2 S.A. by Serge Veyder,"Appartement 2 chambres rez-de-chaussée, Cents, Luxembourg","1,440,000.00",2,102,2,T
909,"Maison individuelle 220 m², Grevenmacher, Grevenmacher","€ 930,000",Grevenmacher,M2 S.A. by Serge Veyder,"Maison individuelle 220 m², Grevenmacher, Grevenmacher","930,000.00",5,220,1,
910,"Appartement 2 chambres rez-de-chaussée, Grevenmacher, Grevenmacher","€ 690,000",Grevenmacher,M2 S.A. by Serge Veyder,"Appartement 2 chambres rez-de-chaussée, Grevenmacher, Grevenmacher","690,000.00",2,80,1,T
911,"Maison individuelle 140 m², Manternach, Manternach","€ 1,330,000",Manternach,M2 S.A. by Serge Veyder,"Maison individuelle 140 m², Manternach, Manternach","1,330,000.00",4,140,2,
912,"Maison individuelle 170 m², Beaufort, Beaufort","€ 940,000",Beaufort,M2 S.A. by Serge Veyder,"Maison individuelle 170 m², Beaufort, Beaufort","940,000.00",5,170,1,
913,"Maison individuelle 250 m², Bettange-sur-Mess, Dippach","€ 3,400,000",Dippach,M2 S.A. by Serge Veyder,"Maison individuelle 250 m², Bettange-sur-Mess, Dippach","3,400,000.00",4,250,3,
914,"Maison individuelle 165 m², Colmar-Berg, Colmar-Berg","€ 1,500,000",Colmar-Berg,M2 S.A. by Serge Veyder,"Maison individuelle 165 m², Colmar-Berg, Colmar-Berg","1,500,000.00",4,165,1,
915,"Duplex à vendre, Godbrange","€ 1,050,000",Junglinster,M2 S.A. by Serge Veyder,"Duplex à vendre, Godbrange","1,050,000.00",3,143,2,
916,"Maison individuelle 125 m², Mertert, Mertert","€ 980,000",Mertert,Immo Contact,"Maison individuelle 125 m², Mertert, Mertert","980,000.00",2,125,2,
917,"Maison individuelle 90 m², à rénover, Mersch, Mersch","€ 680,000",Mersch,Immo Contact,"Maison individuelle 90 m², à rénover, Mersch, Mersch","680,000.00",2,90,1,
918,"Maison individuelle 120 m², Niederkorn, Differdange","€ 750,000",Differdange,Immo Contact,"Maison individuelle 120 m², Niederkorn, Differdange","750,000.00",3,120,1,
919,"Maison individuelle 147 m², Kehlen, Kehlen","€ 1,470,000",Kehlen,Immo Contact,"Maison individuelle 147 m², Kehlen, Kehlen","1,470,000.00",3,147,2,
920,"Maison individuelle 120 m², Niederkorn, Differdange","€ 780,000",Differdange,Immo Contact,"Maison individuelle 120 m², Niederkorn, Differdange","780,000.00",3,120,1,
921,"Appartement 3 chambres rez-de-chaussée, Olm, Kehlen","€ 1,390,000",Kehlen,Immo Contact,"Appartement 3 chambres rez-de-chaussée, Olm, Kehlen","1,390,000.00",3,131,2,T
922,"Appartement 2 chambres premier étage, Kehlen, Kehlen","€ 938,000",Kehlen,Immo Contact,"Appartement 2 chambres premier étage, Kehlen, Kehlen","938,000.00",2,92,2,1
923,"Duplex à vendre, Schifflange","€ 840,000",Schifflange,Immo Contact,"Duplex à vendre, Schifflange","840,000.00",3,118,1,
924,"Appartement 1 chambre deuxième étage, Mondorf-les-Bains, Mondorf-les-Bains","€ 524,000",Mondorf-les-Bains,Immo Contact,"Appartement 1 chambre deuxième étage, Mondorf-les-Bains, Mondorf-les-Bains","524,000.00",1,58,1,2
925,"Appartement 2 chambres 84 m², Kehlen, Kehlen","€ 980,000",Kehlen,Immo Contact,"Appartement 2 chambres 84 m², Kehlen, Kehlen","980,000.00",2,84,2,
926,"Maison individuelle 377 m², Bertrange, Bertrange","€ 3,091,216",Bertrange,Immo Contact,"Maison individuelle 377 m², Bertrange, Bertrange","3,091,216.00",3,377,3,
927,"Maison individuelle 282 m², Bertrange, Bertrange","€ 2,854,000",Bertrange,Immo Contact,"Maison individuelle 282 m², Bertrange, Bertrange","2,854,000.00",3,282,3,
928,"Maison individuelle 198 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 1,391,000",Mondorf-les-Bains,Immo Contact,"Maison individuelle 198 m², Mondorf-les-Bains, Mondorf-les-Bains","1,391,000.00",3,198,3,
929,"Appartement 2 chambres premier étage, Olm, Kehlen","€ 990,000",Kehlen,Immo Contact,"Appartement 2 chambres premier étage, Olm, Kehlen","990,000.00",2,86,1,1
930,"Appartement 3 chambres 88 m², Wobrecken, Esch-sur-Alzette","€ 589,000",Esch-sur-Alzette,Immo Contact,"Appartement 3 chambres 88 m², Wobrecken, Esch-sur-Alzette","589,000.00",3,88,1,
931,"Appartement 3 chambres premier étage, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,205,000",Mondorf-les-Bains,Immo Contact,"Appartement 3 chambres premier étage, Mondorf-les-Bains, Mondorf-les-Bains","1,205,000.00",3,125,2,1
932,"Maison individuelle 196 m², Belvaux, Sanem","€ 1,450,000",Sanem,Immo Contact,"Maison individuelle 196 m², Belvaux, Sanem","1,450,000.00",5,196,3,
933,Immeuble en Vente,"€ 2,300,000",Grevenmacher,M2 S.A. by Serge Veyder,Immeuble en Vente,"2,300,000.00",,340,,T
934,"Maison jumelée / mitoyenne 140 m², Belvaux, Sanem","€ 829,000",Sanem,Immo Welter S.à.r.l,"Maison jumelée / mitoyenne 140 m², Belvaux, Sanem","829,000.00",5,140,1,
935,"Appartement 2 chambres excellent état, rez-de-chaussée, Dudelange, Dudelange","€ 880,000",Dudelange,NDE Immo,"Appartement 2 chambres excellent état, rez-de-chaussée, Dudelange, Dudelange","880,000.00",2,135,1,T
936,"Maison individuelle 175 m², Dudelange, Dudelange","€ 890,000",Dudelange,NDE Immo,"Maison individuelle 175 m², Dudelange, Dudelange","890,000.00",5,175,2,
937,"Appartement 3 chambres neuf, rez-de-chaussée, Cessange, Luxembourg","€ 1,501,637",Luxembourg,EspaceImmo,"Appartement 3 chambres neuf, rez-de-chaussée, Cessange, Luxembourg","1,501,637.00",3,112,2,T
938,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 755,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","755,000.00",1,70,2,1
939,"Appartement 2 chambres 22 rue Wurth Paquet, Belair, Luxembourg","€ 1,140,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 2 chambres 22 rue Wurth Paquet, Belair, Luxembourg","1,140,000.00",2,79,1,1
940,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,800,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","4,800,000.00",4,339,3,
941,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,850,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","4,850,000.00",4,338,3,
942,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,500,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","4,500,000.00",,314,1,
943,"Maison individuelle 32, av Guillaume, Belair, Luxembourg","€ 13,500,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 32, av Guillaume, Belair, Luxembourg","13,500,000.00",5,750,3,
944,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","€ 1,200,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","1,200,000.00",1,90,,3
