,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
1170,"Studio à vendre, Berschbach, Rollingen","€ 315,000",Mersch,https://www.immotop.lu/annonces/382309/,Abby Toussaint,"Studio à vendre, Berschbach, Rollingen","€ 315,000",Studio,"{'superficie': '27\n m²', 'bain/douche': '1'}"
1171,"Studio à vendre, Bonnevoie-Verlorenkost","€ 380,000",Luxembourg,https://www.immotop.lu/annonces/448733/,Abby Toussaint,"Studio à vendre, Bonnevoie-Verlorenkost","€ 380,000",Studio,"{'superficie': '26\n m²', 'bain/douche': '1'}"
1172,"Maison individuelle 5B, rue d'Ernster, Rodenbourg, Junglinster","€ 1,474,000",Junglinster,https://www.immotop.lu/annonces/279449/,Real Value,"Maison individuelle 5B, rue d'Ernster, Rodenbourg, Junglinster","€ 1,474,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '194\n m²', 'bains/douches': '3'}"
1173,"Maison individuelle 5A, rue d'Ernster, Rodenbourg, Junglinster","€ 1,599,000",Junglinster,https://www.immotop.lu/annonces/279443/,Real Value,"Maison individuelle 5A, rue d'Ernster, Rodenbourg, Junglinster","€ 1,599,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '210\n m²', 'bains/douches': '3+'}"
1174,"Appartement 2 chambres 28C, rue du Parc, Mertert, Mertert","€ 865,000",Mertert,https://www.immotop.lu/annonces/405031/,Real Value,"Appartement 2 chambres 28C, rue du Parc, Mertert, Mertert","€ 865,000",Appartement,"{'chambres/pièces': '2', 'superficie': '104\n m²', 'bain/douche': '1', 'étage': 'T'}"
1175,"Appartement 2 chambres 28C, rue du Parc, Mertert, Mertert","€ 865,000",Mertert,https://www.immotop.lu/annonces/405159/,Real Value,"Appartement 2 chambres 28C, rue du Parc, Mertert, Mertert","€ 865,000",Appartement,"{'chambres/pièces': '2', 'superficie': '104\n m²', 'bain/douche': '1', 'étage': 'T'}"
1176,"Penthouse 2, Op der Sterz, Fentange, Hesperange","€ 2,410,000",Hesperange,https://www.immotop.lu/annonces/279413/,Real Value,"Penthouse 2, Op der Sterz, Fentange, Hesperange","€ 2,410,000",Penthouse,"{'chambres/pièces': '3', 'superficie': '208\n m²', 'bains/douches': '2', 'étage': '3'}"
1177,"Appartement 2 chambres troisième étage, Differdange, Lasauvage, Differdange","€ 498,000",Differdange,https://www.immotop.lu/annonces/180035/,Mercurius Immobilière - Manuela Pulcinelli,"Appartement 2 chambres troisième étage, Differdange, Lasauvage, Differdange","€ 498,000",Appartement,"{'chambres/pièces': '2', 'superficie': '66\n m²', 'bain/douche': '1', 'étage': '3'}"
1178,"Duplex à vendre, Gare","€ 1,395,000",Luxembourg,https://www.immotop.lu/annonces/442391/,Venice Consulting SA,"Duplex à vendre, Gare","€ 1,395,000",Duplex,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'bains/douches': '2'}"
1179,"Appartement 1 chambre rue de Merl, Merl, Luxembourg","€ 680,000",Luxembourg,https://www.immotop.lu/annonces/208337/,Venice Consulting SA,"Appartement 1 chambre rue de Merl, Merl, Luxembourg","€ 680,000",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'bain/douche': '1', 'étage': '2'}"
1180,"Maison individuelle rue de merl, Merl, Luxembourg","€ 1,980,000",Luxembourg,https://www.immotop.lu/annonces/276833/,Venice Consulting SA,"Maison individuelle rue de merl, Merl, Luxembourg","€ 1,980,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'bain/douche': '1'}"
1181,"Appartement 3 chambres rue Tubis, Cessange, Luxembourg","€ 1,695,000",Luxembourg,https://www.immotop.lu/annonces/436257/,Venice Consulting SA,"Appartement 3 chambres rue Tubis, Cessange, Luxembourg","€ 1,695,000",Appartement,"{'chambres/pièces': '3', 'superficie': '118\n m²', 'bains/douches': '2', 'étage': 'T'}"
1182,"Maison jumelée / mitoyenne 150 m², Alzingen, Hesperange","€ 1,049,000",Hesperange,https://www.immotop.lu/annonces/441857/,Grün & Schmit SARL,"Maison jumelée / mitoyenne 150 m², Alzingen, Hesperange","€ 1,049,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '150\n m²', 'bain/douche': '1'}"
1183,"Maison individuelle 175 m², Stadtbredimus, Stadtbredimus","€ 1,180,000",Stadtbredimus,https://www.immotop.lu/annonces/516143/,Grün & Schmit SARL,"Maison individuelle 175 m², Stadtbredimus, Stadtbredimus","€ 1,180,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '175\n m²', 'bains/douches': '2'}"
1184,"Appartement 3 chambres excellent état, deuxième étage, Leudelange, Leudelange","€ 995,000",Leudelange,https://www.immotop.lu/annonces/458071/,Grün & Schmit SARL,"Appartement 3 chambres excellent état, deuxième étage, Leudelange, Leudelange","€ 995,000",Appartement,"{'chambres/pièces': '3', 'superficie': '115\n m²', 'bain/douche': '1', 'étage': '2'}"
1185,"Studio à vendre, Hollerich","€ 620,000",Luxembourg,https://www.immotop.lu/annonces/149699/,Venice Consulting SA,"Studio à vendre, Hollerich","€ 620,000",Studio,"{'superficie': '43\n m²', 'bain/douche': '1'}"
1186,"Appartement 1 chambre neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 815,299",Junglinster,https://www.immotop.lu/annonces/252565/,WK Immo Promotions,"Appartement 1 chambre neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 815,299",Appartement,"{'chambre/pièce': '1', 'superficie': '78\n m²', 'bain/douche': '1', 'étage': '1'}"
1187,"Maison individuelle 248 m², neuve, Munshausen, Clervaux","€ 1,035,327",Clervaux,https://www.immotop.lu/annonces/287303/,Immo-Weiss Sàrl,"Maison individuelle 248 m², neuve, Munshausen, Clervaux","€ 1,035,327",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '248\n m²', 'bain/douche': '1'}"
1188,"Maison individuelle 228 m², neuve, Munshausen, Clervaux","€ 1,107,778",Clervaux,https://www.immotop.lu/annonces/287307/,Immo-Weiss Sàrl,"Maison individuelle 228 m², neuve, Munshausen, Clervaux","€ 1,107,778",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '228\n m²', 'bain/douche': '1'}"
1189,"Appartement 1 chambre Dosberstrooss, Marnach, Clervaux","€ 555,000",Clervaux,https://www.immotop.lu/annonces/488677/,Immo-Weiss Sàrl,"Appartement 1 chambre Dosberstrooss, Marnach, Clervaux","€ 555,000",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': '1'}"
1190,Immeuble en Vente,"€ 990,000",Clervaux,https://www.immotop.lu/annonces/336085/,Immo-Weiss Sàrl,Immeuble en Vente,"€ 990,000",Immeuble,"{'superficie': '518\n m²', 'bain/douche': '1', 'étage': 'T'}"
1191,"Appartement 3 chambres troisième étage, Clervaux, Clervaux","€ 810,000",Clervaux,https://www.immotop.lu/annonces/516113/,Immo-Weiss Sàrl,"Appartement 3 chambres troisième étage, Clervaux, Clervaux","€ 810,000",Appartement,"{'chambres/pièces': '3', 'superficie': '107\n m²', 'bain/douche': '1', 'étage': '3'}"
1192,"Maison individuelle 190 m², excellent état, Erpeldange, Wiltz","€ 770,000",Wiltz,https://www.immotop.lu/annonces/285199/,Immo-Weiss Sàrl,"Maison individuelle 190 m², excellent état, Erpeldange, Wiltz","€ 770,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '190\n m²', 'bain/douche': '1'}"
1193,"Maison individuelle rue de Wilwerdange, Troisvierges, Troisvierges","€ 900,000",Troisvierges,https://www.immotop.lu/annonces/287293/,Immo-Weiss Sàrl,"Maison individuelle rue de Wilwerdange, Troisvierges, Troisvierges","€ 900,000",Maison individuelle,{'superficie': '596\n m²'}
1194,"Maison individuelle 81 m², excellent état, Diekirch, Diekirch","€ 540,000",Diekirch,https://www.immotop.lu/annonces/461053/,Immo-Weiss Sàrl,"Maison individuelle 81 m², excellent état, Diekirch, Diekirch","€ 540,000",Maison individuelle,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'bain/douche': '1'}"
1195,"Maison individuelle 180 m², Kautenbach, Kiischpelt","€ 555,000",Kiischpelt,https://www.immotop.lu/annonces/511435/,Immo-Weiss Sàrl,"Maison individuelle 180 m², Kautenbach, Kiischpelt","€ 555,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '180\n m²', 'bain/douche': '1'}"
1196,"Maison individuelle 518 m², Clervaux, Clervaux","€ 990,000",Clervaux,https://www.immotop.lu/annonces/336019/,Immo-Weiss Sàrl,"Maison individuelle 518 m², Clervaux, Clervaux","€ 990,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '518\n m²', 'bain/douche': '1'}"
1197,"Maison individuelle 373 m², excellent état, Lieler, Clervaux","€ 645,000",Clervaux,https://www.immotop.lu/annonces/334551/,Immo-Weiss Sàrl,"Maison individuelle 373 m², excellent état, Lieler, Clervaux","€ 645,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '373\n m²'}"
1198,"Appartement 2 chambres neuf, deuxième étage, Hosingen, Parc Hosingen","€ 745,243",Parc Hosingen,https://www.immotop.lu/annonces/406701/,Immo-Weiss Sàrl,"Appartement 2 chambres neuf, deuxième étage, Hosingen, Parc Hosingen","€ 745,243",Appartement,"{'chambres/pièces': '2', 'superficie': '129\n m²', 'étage': '2'}"
1199,"Maison individuelle 177 m², neuve, Hosingen, Parc Hosingen","€ 790,585",Parc Hosingen,https://www.immotop.lu/annonces/216393/,Immo-Weiss Sàrl,"Maison individuelle 177 m², neuve, Hosingen, Parc Hosingen","€ 790,585",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '177\n m²', 'bain/douche': '1'}"
1200,"Appartement 2 chambres rez-de-chaussée, Bereldange, Walferdange","€ 775,000",Walferdange,https://www.immotop.lu/annonces/431349/,Immo-Weiss Sàrl,"Appartement 2 chambres rez-de-chaussée, Bereldange, Walferdange","€ 775,000",Appartement,"{'chambres/pièces': '2', 'superficie': '120\n m²', 'étage': 'T'}"
1201,"Maison individuelle 214 m², Hoffelt, Wincrange","€ 930,000",Wincrange,https://www.immotop.lu/annonces/396525/,Immo-Weiss Sàrl,"Maison individuelle 214 m², Hoffelt, Wincrange","€ 930,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '214\n m²'}"
1202,"Maison individuelle 416 m², Marnach, Clervaux","€ 1,860,000",Clervaux,https://www.immotop.lu/annonces/323855/,Immo-Weiss Sàrl,"Maison individuelle 416 m², Marnach, Clervaux","€ 1,860,000",Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '416\n m²'}"
1203,"Appartement 2 chambres deuxième étage, Kayl, Kayl","€ 575,000",Kayl,https://www.immotop.lu/annonces/365719/,H.E.D. Invest Sàrl,"Appartement 2 chambres deuxième étage, Kayl, Kayl","€ 575,000",Appartement,"{'chambres/pièces': '2', 'superficie': '67\n m²', 'bain/douche': '1', 'étage': '2'}"
1204,"Maison individuelle rue Roger Wercollier, Alzingen, Hesperange","€ 1,850,000",Hesperange,https://www.immotop.lu/annonces/426555/,Agence Christine Simon,"Maison individuelle rue Roger Wercollier, Alzingen, Hesperange","€ 1,850,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '170\n m²', 'bain/douche': '1'}"
1205,"Maison jumelée / mitoyenne 200 m², excellent état, Differdange, Lasauvage, Differdange","€ 975,000",Differdange,https://www.immotop.lu/annonces/426549/,Agence Christine Simon,"Maison jumelée / mitoyenne 200 m², excellent état, Differdange, Lasauvage, Differdange","€ 975,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'bains/douches': '2'}"
1206,"Maison jumelée / mitoyenne 475 m², excellent état, Boulaide, Boulaide","€ 1,185,000",Boulaide,https://www.immotop.lu/annonces/426551/,Agence Christine Simon,"Maison jumelée / mitoyenne 475 m², excellent état, Boulaide, Boulaide","€ 1,185,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '475\n m²', 'bains/douches': '2'}"
1207,"Maison jumelée / mitoyenne 230 m², Kleinbettingen, Steinfort","€ 1,335,000",Steinfort,https://www.immotop.lu/annonces/410561/,Agence Christine Simon,"Maison jumelée / mitoyenne 230 m², Kleinbettingen, Steinfort","€ 1,335,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '230\n m²', 'bain/douche': '1'}"
1208,"Appartement 2 chambres rez-de-chaussée, Aspelt, Frisange","€ 1,250,000",Frisange,https://www.immotop.lu/annonces/427981/,Agence Christine Simon,"Appartement 2 chambres rez-de-chaussée, Aspelt, Frisange","€ 1,250,000",Appartement,"{'chambres/pièces': '2', 'superficie': '104\n m²', 'bains/douches': '2', 'étage': 'T'}"
1209,"Maison jumelée / mitoyenne 296 m², Bonnevoie-Verlorenkost, Luxembourg","€ 2,445,000",Luxembourg,https://www.immotop.lu/annonces/449691/,Agence Christine Simon,"Maison jumelée / mitoyenne 296 m², Bonnevoie-Verlorenkost, Luxembourg","€ 2,445,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '296\n m²'}"
1210,"Penthouse Côte d'Eich, Eich, Luxembourg","€ 1,290,000",Luxembourg,https://www.immotop.lu/annonces/485731/,Weckbecker Agence Immobilière,"Penthouse Côte d'Eich, Eich, Luxembourg","€ 1,290,000",Penthouse,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'bain/douche': '1', 'étage': '3'}"
1211,"Appartement 2 chambres excellent état, cinquième étage, Ville Haute, Luxembourg","€ 1,695,000",Luxembourg,https://www.immotop.lu/annonces/474093/,Weckbecker Agence Immobilière,"Appartement 2 chambres excellent état, cinquième étage, Ville Haute, Luxembourg","€ 1,695,000",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'bain/douche': '1', 'étage': '5'}"
1212,"Fermette, excellent état, 350 m², Itzig, Hesperange","€ 2,895,000",Hesperange,https://www.immotop.lu/annonces/513253/,Weckbecker Agence Immobilière,"Fermette, excellent état, 350 m², Itzig, Hesperange","€ 2,895,000",Fermette,"{'chambres/pièces': '4', 'superficie': '350\n m²', 'bains/douches': '3'}"
1213,"Appartement 2 chambres excellent état, premier étage, Strassen, Strassen","€ 950,000",Strassen,https://www.immotop.lu/annonces/511069/,Weckbecker Agence Immobilière,"Appartement 2 chambres excellent état, premier étage, Strassen, Strassen","€ 950,000",Appartement,"{'chambres/pièces': '2', 'superficie': '87\n m²', 'bain/douche': '1', 'étage': '1'}"
1214,"Maison individuelle 170 m², Mamer, Mamer","€ 1,395,000",Mamer,https://www.immotop.lu/annonces/475937/,Weckbecker Agence Immobilière,"Maison individuelle 170 m², Mamer, Mamer","€ 1,395,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '170\n m²', 'bains/douches': '2'}"
1215,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 940,000",Luxembourg,https://www.immotop.lu/annonces/516215/,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 940,000",Appartement,"{'chambre/pièce': '1', 'superficie': '80\n m²', 'bain/douche': '1', 'étage': '2'}"
1216,"Appartement 3 chambres excellent état, premier étage, Belair, Luxembourg","€ 1,250,000",Luxembourg,https://www.immotop.lu/annonces/316387/,Weckbecker Agence Immobilière,"Appartement 3 chambres excellent état, premier étage, Belair, Luxembourg","€ 1,250,000",Appartement,"{'chambres/pièces': '3', 'superficie': '106\n m²', 'bain/douche': '1', 'étage': '1'}"
1217,"Appartement 2 chambres excellent état, deuxième étage, Hesperange, Howald, Hesperange","€ 875,000",Hesperange,https://www.immotop.lu/annonces/414691/,Weckbecker Agence Immobilière,"Appartement 2 chambres excellent état, deuxième étage, Hesperange, Howald, Hesperange","€ 875,000",Appartement,"{'chambres/pièces': '2', 'superficie': '87\n m²', 'étage': '2'}"
1218,"Appartement 1 chambre rez-de-chaussée, Kirchberg, Luxembourg","€ 1,295,000",Luxembourg,https://www.immotop.lu/annonces/504079/,Weckbecker Agence Immobilière,"Appartement 1 chambre rez-de-chaussée, Kirchberg, Luxembourg","€ 1,295,000",Appartement,"{'chambre/pièce': '1', 'superficie': '90\n m²', 'étage': 'T'}"
1219,"Maison individuelle 200 m², Bonnevoie-Verlorenkost, Luxembourg","€ 2,000,000",Luxembourg,https://www.immotop.lu/annonces/470035/,Weckbecker Agence Immobilière,"Maison individuelle 200 m², Bonnevoie-Verlorenkost, Luxembourg","€ 2,000,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'bain/douche': '1'}"
1220,"Appartement 2 chambres 9, A laangert, Bertrange, Bertrange","€ 895,000",Bertrange,https://www.immotop.lu/annonces/384767/,SOLUM REAL ESTATE S.à r.l.,"Appartement 2 chambres 9, A laangert, Bertrange, Bertrange","€ 895,000",Appartement,"{'chambres/pièces': '2', 'superficie': '79\n m²', 'bain/douche': '1', 'étage': '2'}"
1221,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 950,000",Bertrange,https://www.immotop.lu/annonces/441599/,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 950,000",Appartement,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'bain/douche': '1', 'étage': '1'}"
1222,"Appartement 1 chambre deuxième étage, Dudelange, Dudelange","€ 487,000",Dudelange,https://www.immotop.lu/annonces/434357/,Hello Home,"Appartement 1 chambre deuxième étage, Dudelange, Dudelange","€ 487,000",Appartement,"{'chambre/pièce': '1', 'superficie': '61\n m²', 'étage': '2'}"
1223,"Maison individuelle 206 m², neuve, Itzig, Hesperange","€ 1,634,639",Hesperange,https://www.immotop.lu/annonces/274857/,Agence Millebierg,"Maison individuelle 206 m², neuve, Itzig, Hesperange","€ 1,634,639",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '206\n m²', 'bains/douches': '2'}"
1224,"Penthouse neuf, 95 m², Itzig, Hesperange","€ 967,312",Hesperange,https://www.immotop.lu/annonces/273725/,Agence Millebierg,"Penthouse neuf, 95 m², Itzig, Hesperange","€ 967,312",Penthouse,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'bain/douche': '1', 'étage': '2'}"
1225,"Appartement 1 chambre rez-de-chaussée, Merl, Luxembourg","€ 890,000",Luxembourg,https://www.immotop.lu/annonces/507003/,KIFFER & PARTNERS Sàrl-S,"Appartement 1 chambre rez-de-chaussée, Merl, Luxembourg","€ 890,000",Appartement,"{'chambre/pièce': '1', 'superficie': '72\n m²', 'bain/douche': '1', 'étage': 'T'}"
1226,"Appartement neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 999,950",Luxembourg,https://www.immotop.lu/annonces/55895/,Foncière Sàrl,"Appartement neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 999,950",Appartement,"{'superficie': '88\n m²', 'étage': 'T'}"
1227,"Studio à vendre, Al-Esch","€ 385,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/244245/,HOUSE INVEST,"Studio à vendre, Al-Esch","€ 385,000",Studio,"{'superficie': '43\n m²', 'bain/douche': '1'}"
1228,"Appartement 2 chambres 112A Rue de Luxembourg, Berschbach, Rollingen, Mersch","€ 620,000",Mersch,https://www.immotop.lu/annonces/482789/,HOUSE INVEST,"Appartement 2 chambres 112A Rue de Luxembourg, Berschbach, Rollingen, Mersch","€ 620,000",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'bain/douche': '1', 'étage': '3'}"
1229,"Appartement 3 chambres 8, rue des Pommiers, Cents, Luxembourg","€ 1,462,526",Luxembourg,https://www.immotop.lu/annonces/524387/,Calteux S.àr.l. Société Immobilière,"Appartement 3 chambres 8, rue des Pommiers, Cents, Luxembourg","€ 1,462,526",Appartement,"{'chambres/pièces': '3', 'superficie': '114\n m²', 'étage': 'T'}"
1230,"Appartement 1 chambre 8, rue des Pommiers, Cents, Luxembourg","€ 887,980",Luxembourg,https://www.immotop.lu/annonces/524395/,Calteux S.àr.l. Société Immobilière,"Appartement 1 chambre 8, rue des Pommiers, Cents, Luxembourg","€ 887,980",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': 'T'}"
1231,"Penthouse 8, rue des Pommiers, Cents, Luxembourg","€ 2,477,200",Luxembourg,https://www.immotop.lu/annonces/524383/,Calteux S.àr.l. Société Immobilière,"Penthouse 8, rue des Pommiers, Cents, Luxembourg","€ 2,477,200",Penthouse,"{'chambres/pièces': '3', 'superficie': '166\n m²', 'étage': 'T'}"
1232,"Appartement 2 chambres 8, rue des Pommiers, Cents, Luxembourg","€ 1,021,763",Luxembourg,https://www.immotop.lu/annonces/524401/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres 8, rue des Pommiers, Cents, Luxembourg","€ 1,021,763",Appartement,"{'chambres/pièces': '2', 'superficie': '69\n m²', 'étage': 'T'}"
1233,"Appartement 1 chambre 8, rue des Pommiers, Cents, Luxembourg","€ 728,993",Luxembourg,https://www.immotop.lu/annonces/524393/,Calteux S.àr.l. Société Immobilière,"Appartement 1 chambre 8, rue des Pommiers, Cents, Luxembourg","€ 728,993",Appartement,"{'chambre/pièce': '1', 'superficie': '45\n m²', 'étage': 'T'}"
1234,"Maison individuelle Cité Grand Duc Jean, Hautcharage, Käerjeng","€ 1,690,000",Käerjeng,https://www.immotop.lu/annonces/466123/,Calteux S.àr.l. Société Immobilière,"Maison individuelle Cité Grand Duc Jean, Hautcharage, Käerjeng","€ 1,690,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '191\n m²', 'bains/douches': '2'}"
1235,"Maison individuelle 230 m², Ingeldorf, Erpeldange-sur-Sûre","€ 1,250,000",Erpeldange-sur-Sûre,https://www.immotop.lu/annonces/464665/,Immobilière Paul Reinig,"Maison individuelle 230 m², Ingeldorf, Erpeldange-sur-Sûre","€ 1,250,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '230\n m²', 'bain/douche': '1'}"
1236,"Maison individuelle 365 m², Heiderscheid, Heiderscheidergrund, Esch-sur-Sûre","€ 1,600,000",Esch-sur-Sûre,https://www.immotop.lu/annonces/308043/,Immobilière Paul Reinig,"Maison individuelle 365 m², Heiderscheid, Heiderscheidergrund, Esch-sur-Sûre","€ 1,600,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '365\n m²', 'bain/douche': '1'}"
1237,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,392,000",Mersch,https://www.immotop.lu/annonces/461963/,Calteux S.àr.l. Société Immobilière,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,392,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '158\n m²', 'bains/douches': '2'}"
1238,"Maison individuelle Cité Grand Duc Jean, Hautcharage, Käerjeng","€ 3,784,000",Käerjeng,https://www.immotop.lu/annonces/466115/,Calteux S.àr.l. Société Immobilière,"Maison individuelle Cité Grand Duc Jean, Hautcharage, Käerjeng","€ 3,784,000",Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '487\n m²', 'bains/douches': '3+'}"
1239,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,599,000",Mersch,https://www.immotop.lu/annonces/461953/,Calteux S.àr.l. Société Immobilière,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,599,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '196\n m²', 'bains/douches': '2'}"
1240,"Studio à vendre, Cents","€ 584,723",Luxembourg,https://www.immotop.lu/annonces/524405/,Calteux S.àr.l. Société Immobilière,"Studio à vendre, Cents","€ 584,723",Studio,{'superficie': '38\n m²'}
1241,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,674,000",Mersch,https://www.immotop.lu/annonces/461957/,Calteux S.àr.l. Société Immobilière,"Maison individuelle Rue d'Ettelbruck, Moesdorf, Mersch","€ 1,674,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '191\n m²', 'bains/douches': '2'}"
1242,"Studio à vendre, Bascharage","€ 385,000",Käerjeng,https://www.immotop.lu/annonces/460627/,GORETIMMO,"Studio à vendre, Bascharage","€ 385,000",Studio,"{'chambre/pièce': '1', 'superficie': '34\n m²', 'bain/douche': '1'}"
1243,"Appartement 2 chambres premier étage, Merl, Luxembourg","€ 695,000",Luxembourg,https://www.immotop.lu/annonces/504111/,RE/MAX SWEET HOME,"Appartement 2 chambres premier étage, Merl, Luxembourg","€ 695,000",Appartement,"{'chambres/pièces': '2', 'superficie': '70\n m²', 'bain/douche': '1', 'étage': '1'}"
1244,"Duplex à vendre, Mamer","€ 1,150,000",Mamer,https://www.immotop.lu/annonces/252561/,RE/MAX SWEET HOME,"Duplex à vendre, Mamer","€ 1,150,000",Duplex,"{'chambres/pièces': '3', 'superficie': '149\n m²', 'bains/douches': '2'}"
1245,"Appartement 2 chambres rez-de-chaussée, Bascharage, Käerjeng","€ 640,000",Käerjeng,https://www.immotop.lu/annonces/494399/,Bureau Immobilier Loewen Kill,"Appartement 2 chambres rez-de-chaussée, Bascharage, Käerjeng","€ 640,000",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'bain/douche': '1', 'étage': 'T'}"
1246,"Maison individuelle 105 m², Weimerskirch, Luxembourg","€ 975,000",Luxembourg,https://www.immotop.lu/annonces/497571/,Bureau Immobilier Loewen Kill,"Maison individuelle 105 m², Weimerskirch, Luxembourg","€ 975,000",Maison individuelle,"{'chambres/pièces': '2', 'superficie': '105\n m²'}"
1247,"Appartement 1 chambre rez-de-chaussée, Cessange, Luxembourg","€ 750,000",Luxembourg,https://www.immotop.lu/annonces/499149/,Bureau Immobilier Loewen Kill,"Appartement 1 chambre rez-de-chaussée, Cessange, Luxembourg","€ 750,000",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': 'T'}"
1248,"Appartement 2 chambres allée st christophe, Mondorf-les-Bains, Mondorf-les-Bains","€ 619,000",Mondorf-les-Bains,https://www.immotop.lu/annonces/443395/,Objectif'Immo,"Appartement 2 chambres allée st christophe, Mondorf-les-Bains, Mondorf-les-Bains","€ 619,000",Appartement,"{'chambres/pièces': '2', 'superficie': '55\n m²', 'bain/douche': '1', 'étage': '3'}"
1249,"Maison individuelle 61, rue Eisknippchen, Weidingen, Wiltz","€ 1,745,000",Wiltz,https://www.immotop.lu/annonces/514545/,Immo Partner,"Maison individuelle 61, rue Eisknippchen, Weidingen, Wiltz","€ 1,745,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '360\n m²', 'bains/douches': '2'}"
1250,"Duplex à vendre, Colmar-Berg","€ 1,200,000",Colmar-Berg,https://www.immotop.lu/annonces/350213/,Immo Partner,"Duplex à vendre, Colmar-Berg","€ 1,200,000",Duplex,"{'chambres/pièces': '3', 'superficie': '175\n m²', 'bains/douches': '2'}"
1251,"Maison individuelle 50, rue d'Asselborn, Troisvierges, Troisvierges","€ 595,000",Troisvierges,https://www.immotop.lu/annonces/477173/,Immo Partner,"Maison individuelle 50, rue d'Asselborn, Troisvierges, Troisvierges","€ 595,000",Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '162\n m²', 'bains/douches': '2'}"
1252,"Maison individuelle 4b, rue de Putscheid, Stolzembourg, Putscheid","€ 745,000",Putscheid,https://www.immotop.lu/annonces/481731/,Immo Partner,"Maison individuelle 4b, rue de Putscheid, Stolzembourg, Putscheid","€ 745,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '140\n m²', 'bains/douches': '2'}"
