,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
5590,Apartment 1 bedroom in Dudelange,Apartment,515000 ,Wecker,https://www.athome.lu/en/buy/apartment/dudelange/id-7652058.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7652058.html,TAVARES Carla,À convenir,,,1,,Yes,,,,4.45 m²,,,Yes,,NC,NC,2,1,,,,Yes,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5591,Apartment 2 bedrooms in Belvaux,Apartment,670000 ,Eischen,https://www.athome.lu/en/buy/apartment/belvaux/id-7651824.html,https://www.athome.lu/en/buy/apartment/belvaux/id-7651824.html,IMMO FREITAS,To be agreed,86.0,,2,,Yes,Yes,Yes,,,,,Yes,,I,I,3,1,,,,Yes,,,,,,,,,,118 €,,Yes,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5592,Apartment 4 bedrooms in Leudelange,Apartment,1290000 ,Differdange,https://www.athome.lu/en/buy/apartment/leudelange/id-7651629.html,https://www.athome.lu/en/buy/apartment/leudelange/id-7651629.html,Dalpa S.A.,To be agreed,174.0,,4,,Yes,Yes,Yes,,,,2,Yes,Yes,NC,NC,,,1,,Yes,Yes,,,2,1,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5593,House 3 bedrooms in Dalheim,House,1210000 ,Differdange,https://www.athome.lu/en/buy/house/dalheim/id-7651582.html,https://www.athome.lu/en/buy/house/dalheim/id-7651582.html,Inhabituel Immobilier,Libre,180.0,,3,,,,Yes,,Yes,Yes,1,,,G,I,,,,,,Yes,,,2,2,8.32 ares,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5594,Detached house 5 bedrooms in Wecker,Detached,1950000 ,Luxembourg-Limpertsberg,https://www.athome.lu/en/buy/house/wecker/id-7651551.html,https://www.athome.lu/en/buy/house/wecker/id-7651551.html,Grün & Schmit Sàrl,To be agreed,300.0,,5,,Yes,Yes,,,Yes,500 m²,2,Yes,Yes,NC,NC,,,3,,,Yes,,Yes,,2,,,Sur plan,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,,newly_added_200
5595,House 3 bedrooms in Eischen,House,850000 ,Michelau,https://www.athome.lu/en/buy/house/eischen/id-7650248.html,https://www.athome.lu/en/buy/house/eischen/id-7650248.html,IMMO FREITAS,To be agreed,134.0,,3,,Yes,Yes,Yes,,Yes,,,,Yes,B,F,,1,1,1,,,,,,1,1.2 ares,,,,,,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,newly_added_200
5596,Apartment 2 bedrooms in Differdange,Apartment,575000 ,Michelau,https://www.athome.lu/en/buy/apartment/differdange/id-7649256.html,https://www.athome.lu/en/buy/apartment/differdange/id-7649256.html,IMMOPROMOT Sarl,Immediate,76.0,Yes,2,,Yes,Yes,Yes,,Yes,,1,Yes,,NC,NC,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5597,Apartment 1 bedroom in Differdange,Apartment,429000 ,Michelau,https://www.athome.lu/en/buy/apartment/differdange/id-7648987.html,https://www.athome.lu/en/buy/apartment/differdange/id-7648987.html,RS IMMO,Immediate,63.0,,1,,Yes,Yes,,,,,,Yes,,NC,NC,2,1,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5598,Apartment 1 bedroom in Luxembourg-Limpertsberg,Apartment,785000 ,Michelau,https://www.athome.lu/en/buy/apartment/luxembourg/id-7648487.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7648487.html,IMMOHUB SARL,Immediate,70.0,Yes,1,,33 m²,Yes,Yes,,25 m²,,,Yes,Yes,E,E,0,1,1,,,Yes,,,,,,,1986,5,,200 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5599,House 4 bedrooms in Michelau,House,960000 ,Michelau,https://www.athome.lu/en/buy/house/michelau/id-7648410.html,https://www.athome.lu/en/buy/house/michelau/id-7648410.html,PROX IMMO,,153.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,,3.6 ares,Yes,Fin construction  12 mois,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5600,House 4 bedrooms in Michelau,House,915000 ,Michelau,https://www.athome.lu/en/buy/house/michelau/id-7648409.html,https://www.athome.lu/en/buy/house/michelau/id-7648409.html,PROX IMMO,,157.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,2.43 ares,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5601,House 4 bedrooms in Michelau,House,960000 ,Michelau,https://www.athome.lu/en/buy/house/michelau/id-7648407.html,https://www.athome.lu/en/buy/house/michelau/id-7648407.html,PROX IMMO,,153.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,3.7 ares,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5602,House 4 bedrooms in Michelau,House,875000 ,Michelau,https://www.athome.lu/en/buy/house/michelau/id-7648405.html,https://www.athome.lu/en/buy/house/michelau/id-7648405.html,PROX IMMO,,139.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,2.86 ares,Yes,Fin construction  12 mois,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5603,House 4 bedrooms in Michelau,House,945000 ,Pétange,https://www.athome.lu/en/buy/house/michelau/id-7648373.html,https://www.athome.lu/en/buy/house/michelau/id-7648373.html,PROX IMMO,,139.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,4.31 ares,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5604,House 4 bedrooms in Michelau,House,865000 ,Luxembourg-Kirchberg,https://www.athome.lu/en/buy/house/michelau/id-7648365.html,https://www.athome.lu/en/buy/house/michelau/id-7648365.html,PROX IMMO,,133.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,2.98 ares,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5605,House 4 bedrooms in Michelau,House,900000 ,Differdange,https://www.athome.lu/en/buy/house/michelau/id-7648360.html,https://www.athome.lu/en/buy/house/michelau/id-7648360.html,PROX IMMO,,133.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,,1,,,,Yes,,Yes,3.8 ares,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5606,House 4 bedrooms in Michelau,House,795000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/michelau/id-7648350.html,https://www.athome.lu/en/buy/house/michelau/id-7648350.html,PROX IMMO,,117.0,,4,,Yes,,,,Yes,Yes,,,Yes,A,B,,1,Yes,1,,,,Yes,,,1.92 ares,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5607,House 3 bedrooms in Pétange,House,1195000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/petange/id-7647988.html,https://www.athome.lu/en/buy/house/petange/id-7647988.html,CP IMMO,,207.0,,3,,31 m²,,Yes,,,,1,Yes,,G,H,,,,1,Yes,Yes,,,,1,4.67 ares,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5608,Apartment 2 bedrooms in Luxembourg-Kirchberg,Apartment,995000 ,Emerange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7647951.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7647951.html,ELITE IMMO,Immediate,80.0,Yes,2,,Yes,Yes,Yes,,,,1,Yes,Yes,F,F,1,,1,1,Yes,Yes,,,,,,,1996,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5609,Apartment 2 bedrooms in Differdange,Apartment,399000 ,Zittig,https://www.athome.lu/en/buy/apartment/differdange/id-7647021.html,https://www.athome.lu/en/buy/apartment/differdange/id-7647021.html,Normills SA,,58.0,,2,,,Yes,Yes,,,,,,,I,NC,3,1,,,,,,,,,,,,4,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5610,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,549000 ,Bettange-Sur-Mess,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7646723.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7646723.html,Stimmol Sarl-s,Fin 2022,74.0,,2,,Yes,Yes,Yes,,,,,Yes,,F,F,1,,,1,3 m²,,,,,,,,1950,,,250 €,Yes,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5611,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,549000 ,Mondorf-Les-Bains,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7646590.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7646590.html,CL IMMOBILIERE,à convenir,79.2,,2,2016,,,,,,,,,,H,NC,2,,,1,,,,,,,,,1970,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5612,House 5 bedrooms in Emerange,House,1393000 ,Capellen,https://www.athome.lu/en/buy/house/emerange/id-7646423.html,https://www.athome.lu/en/buy/house/emerange/id-7646423.html,Inhabituel Immobilier,,230.0,,5,2011,,,,,Yes,,2,,,B,D,,,,,Yes,,,,3,2,2.48 ares,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5613,Building land in Zittig,Building,1244110 ,Rodange,https://www.athome.lu/en/buy/ground/zittig/id-7646069.html,https://www.athome.lu/en/buy/ground/zittig/id-7646069.html,Gaasch-Theisen Real Estate,Libre,,,,2011,,,,,,,,,,,,,,,,,,,,,,9.45 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5614,Building land in Bettange-Sur-Mess,Building,1349000 ,Schieren,https://www.athome.lu/en/buy/ground/bettange-sur-mess/id-7645747.html,https://www.athome.lu/en/buy/ground/bettange-sur-mess/id-7645747.html,Gramme S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,21.87 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5615,House 4 bedrooms in Mondorf-Les-Bains,House,1585000 ,Pétange,https://www.athome.lu/en/buy/house/mondorf-les-bains/id-7645467.html,https://www.athome.lu/en/buy/house/mondorf-les-bains/id-7645467.html,Luxprime SARL,Immediate,223.97,Yes,4,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,B,B,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,newly_added_200
5616,Apartment 2 bedrooms in Capellen,Apartment,990000 ,Bettange-Sur-Mess,https://www.athome.lu/en/buy/apartment/capellen/id-7645429.html,https://www.athome.lu/en/buy/apartment/capellen/id-7645429.html,Luxprime SARL,,105.74,Yes,2,2006,Yes,,Yes,,Yes,,1,Yes,Yes,A,A,1,,,,Yes,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,newly_added_200
5617,Apartment 3 bedrooms in Rodange,Apartment,745000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/rodange/id-7645386.html,https://www.athome.lu/en/buy/apartment/rodange/id-7645386.html,Luxprime SARL,,118.12,Yes,3,,Yes,Yes,,,Yes,,Yes,Yes,Yes,B,B,2,,Yes,,Yes,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5618,House 4 bedrooms in Schieren,House,1469000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/house/schieren/id-7645162.html,https://www.athome.lu/en/buy/house/schieren/id-7645162.html,Luxprime SARL,,220.0,,4,,Yes,,Yes,,Yes,300 m²,1,Yes,Yes,A,A,,,Yes,,Yes,,Yes,Yes,,2,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5619,House 4 bedrooms in Pétange,House,750000 ,Echternach,https://www.athome.lu/en/buy/house/petange/id-7644500.html,https://www.athome.lu/en/buy/house/petange/id-7644500.html,CP IMMO,,205.6,,4,2011,Yes,Yes,,,,,,Yes,Yes,G,I,,1,,1,,Yes,,,,,2.2 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5620,Detached house 2 bedrooms in Bettange-Sur-Mess,Detached,1349000 ,Kayl,https://www.athome.lu/en/buy/house/bettange-sur-mess/id-7644455.html,https://www.athome.lu/en/buy/house/bettange-sur-mess/id-7644455.html,Gramme S.A.,Immediate,159.0,,2,,32 m²,Yes,Yes,,,21 m²,2,Yes,Yes,G,G,,1,1,1,,,,,,1,21.8 ares,,1998,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5621,Duplex 1 bedroom in Esch-sur-Alzette,Duplex,414000 ,Pétange,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7644409.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7644409.html,TAVARES Carla,À convenir,49.22,,1,,Yes,,Yes,,,,,Yes,,I,I,3,1,,,,Yes,,,,,,,1915,4,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5622,Apartment 3 bedrooms in Luxembourg-Belair,Apartment,1720000 ,Belvaux,https://www.athome.lu/en/buy/apartment/luxembourg/id-7358080.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7358080.html,CBRE,Immédiate,168.0,Yes,3,,Yes,Yes,Yes,,,,2,Yes,,E,E,2,,1,,,Yes,,,2,,,,2003,,,670 €,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5623,Apartment in Echternach,Apartment,305000 ,Bastendorf,https://www.athome.lu/en/buy/apartment/echternach/id-7642164.html,https://www.athome.lu/en/buy/apartment/echternach/id-7642164.html,DUO IMMO,À convenir,27.0,,,,,,,,,,,,,NC,NC,2,,,1,,,,,,,,,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5624,House 12 bedrooms in Kayl,House,1385000 ,Dudelange,https://www.athome.lu/en/buy/house/kayl/id-7642086.html,https://www.athome.lu/en/buy/house/kayl/id-7642086.html,Good Address ,,400.0,,12,,,,,,Yes,Yes,2,,,NC,NC,,,,,,,,,,2,7.48 ares,,,15,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5625,Apartment 2 bedrooms in Pétange,Apartment,690000 ,Differdange,https://www.athome.lu/en/buy/apartment/petange/id-7641497.html,https://www.athome.lu/en/buy/apartment/petange/id-7641497.html,Dalpa S.A.,To be agreed,80.0,Yes,2,,Yes,Yes,,,,,1,Yes,Yes,B,B,2,1,1,,Yes,Yes,Yes,Yes,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5626,House 3 bedrooms in Belvaux,House,1389000 ,Sanem,https://www.athome.lu/en/buy/house/belvaux/id-7609271.html,https://www.athome.lu/en/buy/house/belvaux/id-7609271.html,Good Address ,,143.0,,3,2011,28 m²,,,,35 m²,Yes,1,,Yes,C,C,,1,,1,,Yes,,,,1,2.14 ares,,2011,4,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5627,House 4 bedrooms in Bastendorf,House,899000 ,Sanem,https://www.athome.lu/en/buy/house/bastendorf/id-7637218.html,https://www.athome.lu/en/buy/house/bastendorf/id-7637218.html,IMMOLEO,Libre,165.0,,4,,Yes,Yes,,,Yes,Yes,1,Yes,Yes,C,C,,,,1,,Yes,,,,2,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5628,Apartment 3 bedrooms in Dudelange,Apartment,890000 ,Steinfort,https://www.athome.lu/en/buy/apartment/dudelange/id-7633828.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7633828.html,TAVARES Carla,À convenir,161.0,,3,,Yes,,,,,,,Yes,,H,NC,,1,,1,,Yes,,,,,,,,10,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5629,House 2 bedrooms in Differdange,House,449000 ,Luxembourg-Gare,https://www.athome.lu/en/buy/house/differdange/id-7633603.html,https://www.athome.lu/en/buy/house/differdange/id-7633603.html,TAVARES Carla,À convenir,100.0,,2,,,,,,10.32 m²,,,Yes,,G,NC,,1,,,,Yes,,,,,,,,4,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5630,Detached house 3 bedrooms in Sanem,Detached,1099000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/sanem/id-7551794.html,https://www.athome.lu/en/buy/house/sanem/id-7551794.html,Immo Camilo,To be agreed,175.0,,3,2006,Yes,Yes,Yes,,,Yes,2,Yes,Yes,NC,NC,3,1,,1,Yes,Yes,,,,2,6.8 ares,,1979,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,newly_added_200
5631,Detached house 3 bedrooms in Sanem,Detached,1099000 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/house/sanem/id-7551795.html,https://www.athome.lu/en/buy/house/sanem/id-7551795.html,Immo Camilo,To be agreed,175.0,,3,2019,Yes,Yes,Yes,,,Yes,2,Yes,Yes,NC,NC,2,1,,1,Yes,Yes,,,,2,6.8 ares,,1979,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,,,,,,newly_added_200
5632,Duplex 2 bedrooms in Steinfort,Duplex,605500 ,Remich,https://www.athome.lu/en/buy/apartment/steinfort/id-7045602.html,https://www.athome.lu/en/buy/apartment/steinfort/id-7045602.html,Immo Camilo,Immediate,116.0,,2,2006,Yes,Yes,Yes,,,,,Yes,,NC,NC,2,,,1,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,newly_added_200
5633,Flat in Luxembourg-Gare,Flat,320000 ,Beaufort,https://www.athome.lu/en/buy/apartment/luxembourg/id-7606975.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7606975.html,Immo Camilo,To be agreed,21.0,Yes,,,Yes,Yes,,,,,,,,NC,NC,2,1,,,,Yes,,Yes,,,,,,1,,140 €,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5634,Apartment 1 bedroom in Esch-sur-Alzette,Apartment,485000 ,Beaufort,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7482850.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7482850.html,Immo Camilo,To be agreed,55.0,,1,2011,Yes,Yes,Yes,,,,1,Yes,Yes,NC,NC,3,,,1,Yes,Yes,,,,,,,,5,,150 €,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
5635,Apartment 2 bedrooms in Luxembourg-Gasperich,Apartment,1049000 ,Hupperdange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7630621.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7630621.html,5ive Real Estate Developers,Immediate,76.0,Yes,2,,30 m²,Yes,,,Yes,,1,Yes,Yes,A,A,4,1,,1,,,,Yes,,,,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5636,Apartment 2 bedrooms in Remich,Apartment,555000 ,Mamer,https://www.athome.lu/en/buy/apartment/remich/id-7630118.html,https://www.athome.lu/en/buy/apartment/remich/id-7630118.html,IMMOHUB SARL,To be agreed,68.88,,2,2019,20 m²,Yes,Yes,,,,,Yes,Yes,F,F,0,,1,1,,Yes,,,,,,,2001,7,,250 €,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5637,Building land in Beaufort,Building,775000 ,Grosbous,https://www.athome.lu/en/buy/ground/beaufort/id-7627377.html,https://www.athome.lu/en/buy/ground/beaufort/id-7627377.html,Yovo Immo,,,,,,,,,,,,,,,,,,,,,,,,,,,8 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5638,Detached house 3 bedrooms in Beaufort,Detached,775000 ,Luxembourg-Weimerskirch,https://www.athome.lu/en/buy/house/beaufort/id-7626221.html,https://www.athome.lu/en/buy/house/beaufort/id-7626221.html,Yovo Immo,Immediate,83.0,,3,2006,Yes,,Yes,,5 m²,Yes,1,,,NC,NC,,1,1,1,,,,,,,8 ares,,,7,,,,,,,Yes,,,,Yes,,,,Yes,,,,,,,,,,newly_added_200
5639,House 4 bedrooms in Hupperdange,House,699000 ,Grevenmacher,https://www.athome.lu/en/buy/house/hupperdange/id-7624314.html,https://www.athome.lu/en/buy/house/hupperdange/id-7624314.html,IMMOLEO,Libre,180.0,,4,,Yes,,Yes,,Yes,Yes,1,,,NC,NC,,,,,,,,,2,Yes,,,1913,,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
5640,Semi-detached house 4 bedrooms in Mamer,Semi-detached,1696493 ,Eschdorf,https://www.athome.lu/en/buy/house/mamer/id-7621596.html,https://www.athome.lu/en/buy/house/mamer/id-7621596.html,Schwabenhaus,To be agreed,227.0,,4,,Yes,,,,Yes,"1,000 m²",,Yes,,A,A,,,1,,23 m²,,,Yes,2,,17.95 ares,Yes,2023,9,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
5641,Building land in Grosbous,Building,760000 ,Mersch,https://www.athome.lu/en/buy/ground/grosbous/id-7620277.html,https://www.athome.lu/en/buy/ground/grosbous/id-7620277.html,TAVARES Carla,À convenir,,,,,,,,,,,,,,,,,,,,,,,,,,8 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5642,House 6 bedrooms in Luxembourg-Weimerskirch,House,1800000 ,Differdange,https://www.athome.lu/en/buy/house/luxembourg/id-7618942.html,https://www.athome.lu/en/buy/house/luxembourg/id-7618942.html,PROX IMMO,To be agreed,200.0,,6,2011,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,NC,NC,,,Yes,,,Yes,,,3,,2.3 ares,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
5643,House 4 bedrooms in Grevenmacher,House,990000 ,Luxembourg-Weimershof,https://www.athome.lu/en/buy/house/grevenmacher/id-7618920.html,https://www.athome.lu/en/buy/house/grevenmacher/id-7618920.html,PROX IMMO,To be agreed,360.0,,4,,Yes,Yes,,2,12.45 m²,58 m²,2,Yes,Yes,NC,NC,,,2,,14.28 m²,Yes,,Yes,,,2.61 ares,,1967,,,,Yes,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,newly_added_200
5644,House 3 bedrooms in Eschdorf,House,841204 ,Schifflange,https://www.athome.lu/en/buy/house/eschdorf/id-7618513.html,https://www.athome.lu/en/buy/house/eschdorf/id-7618513.html,BETRA Immobilier s.à.r.l.,,140.0,,3,,Yes,,,,Yes,Yes,2,,,A,A,,,Yes,,,Yes,,Yes,,,,,Sur plan,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5645,Apartment 1 bedroom in Mersch,Apartment,427500 ,Niederanven,https://www.athome.lu/en/buy/apartment/mersch/id-7618401.html,https://www.athome.lu/en/buy/apartment/mersch/id-7618401.html,Weber-Immobilière S.à.r.l.,To be agreed,52.0,Yes,1,,,,,,,,,Yes,,D,E,0,,,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
5646,Apartment 2 bedrooms in Differdange,Apartment,580000 ,Luxembourg-Eich,https://www.athome.lu/en/buy/apartment/differdange/id-7618102.html,https://www.athome.lu/en/buy/apartment/differdange/id-7618102.html,BETRA Immobilier s.à.r.l.,To be agreed,67.0,,2,,Yes,Yes,,,,,2,Yes,Yes,NC,NC,,,,,Yes,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5647,Apartment 2 bedrooms in Luxembourg-Weimershof,Apartment,932000 ,Erpeldange (Bous),https://www.athome.lu/en/buy/apartment/luxembourg/id-7617956.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7617956.html,ENZO IMMOBILIERE,To be agreed,64.8,Yes,2,,Yes,,,2,,,,,Yes,A,A,2,,1,,6 m²,Yes,,Yes,,,,,Sur plan,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5648,Apartment 2 bedrooms in Schifflange,Apartment,975000 ,Rodange,https://www.athome.lu/en/buy/apartment/schifflange/id-7617950.html,https://www.athome.lu/en/buy/apartment/schifflange/id-7617950.html,ENZO IMMOBILIERE,To be agreed,116.97,,2,,,,,,,,,,,A,A,0,,,,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5649,Duplex 4 bedrooms in Niederanven,Duplex,2055000 ,Schieren,https://www.athome.lu/en/buy/apartment/niederanven/id-7617946.html,https://www.athome.lu/en/buy/apartment/niederanven/id-7617946.html,ENZO IMMOBILIERE,To be agreed,212.26,Yes,4,,Yes,,,4,33 m²,Yes,,,,A,B,0,,2,,,Yes,,Yes,,2,,,Sur plan,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5650,Flat in Luxembourg-Eich,Flat,472000 ,Capellen,https://www.athome.lu/en/buy/apartment/luxembourg/id-7617941.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7617941.html,ENZO IMMOBILIERE,To be agreed,29.46,Yes,,,Yes,,,,,,,,Yes,A,A,2,,,,,Yes,,Yes,,,,,Sur plan,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
5651,House 3 bedrooms in Erpeldange (Bous),House,899000 ,Capellen,https://www.athome.lu/en/buy/house/erpeldange-bous/id-7617305.html,https://www.athome.lu/en/buy/house/erpeldange-bous/id-7617305.html,Steel LOft YOu,To be agreed,175.44,,3,,26.42 m²,Yes,,,35.71 m²,120 m²,1,,Yes,NC,NC,,1,,1,,,,,,4,3 ares,,1980,9,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
5652,Apartment 3 bedrooms in Rodange,Apartment,745000 ,Mondorf-Les-Bains,https://www.athome.lu/en/buy/apartment/rodange/id-7617233.html,https://www.athome.lu/en/buy/apartment/rodange/id-7617233.html,Luxprime SARL,,118.12,Yes,3,,Yes,,Yes,,Yes,,Yes,Yes,Yes,B,B,1,,Yes,,Yes,,,Yes,,,,,2023,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,newly_added_200
5653,House 4 bedrooms in Schieren,House,1469000 ,Insenborn,https://www.athome.lu/en/buy/house/schieren/id-7617230.html,https://www.athome.lu/en/buy/house/schieren/id-7617230.html,Luxprime SARL,,220.0,,4,,Yes,,Yes,,Yes,300 m²,Yes,Yes,Yes,A,A,,,Yes,,Yes,,,Yes,,Yes,5 ares,,Sur plan,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,newly_added_200
5654,Apartment 2 bedrooms in Capellen,Apartment,1390000 ,Luxembourg-Eich,https://www.athome.lu/en/buy/apartment/capellen/id-7617229.html,https://www.athome.lu/en/buy/apartment/capellen/id-7617229.html,Luxprime SARL,,131.39,Yes,2,,Yes,,Yes,,29.26 m²,Yes,1,Yes,Yes,A,A,0,,Yes,,Yes,,,Yes,,,,,Sur plan,,,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,newly_added_200
