,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
858,Apartment 3 bedrooms in Ehlerange,Apartment,1323000 ,Ehlerange,https://www.athome.lu/en/buy/apartment/ehlerange/id-7663128.html,https://www.athome.lu/en/buy/apartment/ehlerange/id-7663128.html,GR IMMOTRUST,À convenir,160.0,Yes,3,2018,43.78 m²,,Yes,2,23.91 m²,Yes,2,Yes,Yes,A,A,,,,1,,Yes,,,,Yes,,,2021,3,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
859,Apartment 1 bedroom in Bertrange,Apartment,718000 ,Bertrange,https://www.athome.lu/en/buy/apartment/bertrange/id-7690926.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7690926.html,active relocation luxembourg,Not communicated,58.48,Yes,1,2017,Yes,Yes,,,,,1,Yes,Yes,B,C,1,1,,,11.37 m²,Yes,,Yes,,,,,2011,,,200 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
860,Apartment 2 bedrooms in Luxembourg-Kirchberg,Apartment,1289000 ,Luxembourg-Kirchberg,https://www.athome.lu/en/buy/apartment/luxembourg/id-7532639.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7532639.html,active relocation luxembourg,Immediate,88.95,Yes,2,2017,32 m²,Yes,,,,,1,Yes,Yes,B,D,2,1,,1,9.28 m²,Yes,,Yes,,,,,2008,,,270 €,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
861,House 5 bedrooms in Bous,House,1680000 ,Bous,https://www.athome.lu/en/buy/house/bous/id-7567344.html,https://www.athome.lu/en/buy/house/bous/id-7567344.html,R.I.K sa,En construction livrable octobre 2023,258.0,,5,2018,49.21 m²,,,3,21 m²,"1,000 m²",2,,Yes,A,A,,,Yes,,43 m²,,Yes,Yes,,,14.05 ares,Yes,Sur plan,15,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
862,Apartment 4 bedrooms in Belvaux,Apartment,749000 ,Belvaux,https://www.athome.lu/en/buy/apartment/belvaux/id-7701649.html,https://www.athome.lu/en/buy/apartment/belvaux/id-7701649.html,Groupe Immobilier A.V.L. Sàrl (Immo Letzebuerg),à convenir,122.0,,4,2018,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,I,NC,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
863,House 5 bedrooms in Belvaux,House,798000 ,Belvaux,https://www.athome.lu/en/buy/house/belvaux/id-7592872.html,https://www.athome.lu/en/buy/house/belvaux/id-7592872.html,Groupe Immobilier A.V.L. Sàrl (Immo Letzebuerg),immédiate,140.0,,5,2017,Yes,Yes,Yes,,,Yes,1,Yes,Yes,G,NC,,1,1,1,15 m²,Yes,,,,1,1.51 ares,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
864,Apartment 2 bedrooms in Luxembourg-Bonnevoie,Apartment,820000 ,Luxembourg-Bonnevoie,https://www.athome.lu/en/buy/apartment/luxembourg/id-7737263.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7737263.html,Les Voiles,To be agreed,80.0,,2,2018,Yes,Yes,Yes,,,,1,Yes,Yes,NC,NC,0,,1,1,Yes,Yes,,,,,,,,,,220 €,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
865,Apartment 2 bedrooms in Bertrange,Apartment,645000 ,Bertrange,https://www.athome.lu/en/buy/apartment/bertrange/id-7724697.html,https://www.athome.lu/en/buy/apartment/bertrange/id-7724697.html,Enjoy immo,Libre,60.0,,2,2018,,,,,,,1,Yes,Yes,G,F,3,1,,,,,,,,Yes,,,1977,3,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
866,Farm in Selscheid,Farm,850000 ,Selscheid,https://www.athome.lu/en/buy/house/selscheid/id-7473261.html,https://www.athome.lu/en/buy/house/selscheid/id-7473261.html,Enjoy immo,Libre,527.0,,,2018,,,,,,,,,,NC,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
867,House 4 bedrooms in Grevenmacher,House,940000 ,Grevenmacher,https://www.athome.lu/en/buy/house/grevenmacher/id-7676525.html,https://www.athome.lu/en/buy/house/grevenmacher/id-7676525.html,Square Plus,À convenir,160.0,,4,2017,16 m²,,Yes,,,,,Yes,,NC,NC,,,,1,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,newly_added_200
868,Apartment 1 bedroom in Belval,Apartment,649000 ,Belval,https://www.athome.lu/en/buy/apartment/belval/id-7737072.html,https://www.athome.lu/en/buy/apartment/belval/id-7737072.html,PEZZOTTA Immobilien,,64.0,Yes,1,2017,Yes,Yes,Yes,,,,1,Yes,Yes,A,B,4,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
869,Apartment 3 bedrooms in Differdange,Apartment,630000 ,Differdange,https://www.athome.lu/en/buy/apartment/differdange/id-7694467.html,https://www.athome.lu/en/buy/apartment/differdange/id-7694467.html,GR IMMOTRUST,Libre,108.26,,3,2018,Yes,Yes,,,,Yes,,Yes,Yes,I,I,,,,1,,Yes,,,,,,,1930,3,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
870,Apartment 1 bedroom in Dudelange,Apartment,610000 ,Dudelange,https://www.athome.lu/en/buy/apartment/dudelange/id-7690548.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7690548.html,GR IMMOTRUST,À convenir,63.0,Yes,1,2018,23.87 m²,Yes,,,,,1,Yes,,E,F,2,,,1,3.8 m²,Yes,,,,Yes,,,1991,1,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
871,Apartment 2 bedrooms in Tetange,Apartment,745000 ,Tetange,https://www.athome.lu/en/buy/apartment/tetange/id-7717909.html,https://www.athome.lu/en/buy/apartment/tetange/id-7717909.html,GR IMMOTRUST,Libre,72.56,Yes,2,2018,Yes,Yes,,,18.76 m²,,1,Yes,Yes,A,A,3,,,1,,Yes,,,,,,,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
872,Duplex 2 bedrooms in Niederkorn,Duplex,799000 ,Niederkorn,https://www.athome.lu/en/buy/apartment/niederkorn/id-7735628.html,https://www.athome.lu/en/buy/apartment/niederkorn/id-7735628.html,IMMOHUB SARL,Immediate,102.0,Yes,2,2018,48.7 m²,Yes,,,,,1,Yes,Yes,E,E,4,,1,1,12.55 m²,Yes,,Yes,,,,,2006,5,,350 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
873,House 5 bedrooms in Bereldange,House,1665000 ,Bereldange,https://www.athome.lu/en/buy/house/bereldange/id-7679661.html,https://www.athome.lu/en/buy/house/bereldange/id-7679661.html,Amorim-Immobilière,Immediate,170.0,,5,2017,Yes,Yes,Yes,2,Yes,Yes,1,Yes,Yes,NC,NC,,,3,1,Yes,,,,,1,2.85 ares,,1930,,,,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
874,House 3 bedrooms in Niederkorn,House,697000 ,Niederkorn,https://www.athome.lu/en/buy/house/niederkorn/id-7660982.html,https://www.athome.lu/en/buy/house/niederkorn/id-7660982.html,Amorim-Immobilière,Immediate,135.0,,3,2017,Yes,Yes,Yes,2,Yes,Yes,,Yes,Yes,NC,NC,,,1,,,Yes,,Yes,,1,2 ares,,1960,,,,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,newly_added_200
875,Semi-detached house 5 bedrooms in Kahler,Semi-detached,1395000 ,Kahler,https://www.athome.lu/en/buy/house/kahler/id-7706245.html,https://www.athome.lu/en/buy/house/kahler/id-7706245.html,Amorim-Immobilière,To be agreed,190.0,,5,2018,Yes,Yes,,3,23 m²,Yes,2,Yes,Yes,C,D,,,2,,15 m²,Yes,,Yes,,2,3.16 ares,,2011,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
876,Apartment 2 bedrooms in Bascharage,Apartment,675000 ,Bascharage,https://www.athome.lu/en/buy/apartment/bascharage/id-7716647.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7716647.html,Amorim-Immobilière,Immediate,82.0,Yes,2,2017,Yes,Yes,Yes,,Yes,146 m²,1,Yes,,NC,NC,0,,1,1,Yes,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
877,House 4 bedrooms in Rumelange,House,1280000 ,Rumelange,https://www.athome.lu/en/buy/house/rumelange/id-7734101.html,https://www.athome.lu/en/buy/house/rumelange/id-7734101.html,RS IMMO,To be agreed,200.0,,4,2017,,,,,,,,,,NC,NC,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
878,Apartment 1 bedroom in Steinsel,Apartment,1068900 ,Steinsel,https://www.athome.lu/en/buy/apartment/steinsel/id-7730718.html,https://www.athome.lu/en/buy/apartment/steinsel/id-7730718.html,Supereal S.A.,2024,88.0,Yes,1,2017,,,,,,,,Yes,,NC,NC,2,,1,1,,,,,,1,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
879,Apartment 1 bedroom in Luxembourg-Centre ville,Apartment,828900 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-7730626.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7730626.html,Supereal S.A.,2023,,Yes,1,2017,,,,,Yes,,,Yes,Yes,NC,NC,0,,1,1,Yes,Yes,,,,1,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
880,Apartment 3 bedrooms in Luxembourg-Limpertsberg,Apartment,1990000 ,Luxembourg-Limpertsberg,https://www.athome.lu/en/buy/apartment/luxembourg/id-7729831.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7729831.html,Korrekt Immo,Immediate,155.0,Yes,3,2018,65 m²,Yes,Yes,,Yes,,2,Yes,Yes,NC,NC,2,1,1,1,Yes,Yes,,,,,,,1989,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
881,Apartment 2 bedrooms in Schuttrange,Apartment,782866 ,Schuttrange,https://www.athome.lu/en/buy/apartment/schuttrange/id-7687948.html,https://www.athome.lu/en/buy/apartment/schuttrange/id-7687948.html,Kocoon Sàrl,,65.92,,2,2018,,,,,,,1,,,A,A,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
882,House 4 bedrooms in Steinsel,House,3500500 ,Steinsel,https://www.athome.lu/en/buy/house/steinsel/id-7729661.html,https://www.athome.lu/en/buy/house/steinsel/id-7729661.html,KVAADRAT Sàrl,Immediate,330.0,,4,2018,45 m²,Yes,,,50 m²,Yes,4,Yes,Yes,NC,NC,,,3,,,,,Yes,3,2,31.07 ares,,,,,,,,Yes,,,Yes,Yes,,,,Yes,,,,,,,,,,,,newly_added_200
883,Apartment 1 bedroom in Schifflange,Apartment,469000 ,Schifflange,https://www.athome.lu/en/buy/apartment/schifflange/id-7728918.html,https://www.athome.lu/en/buy/apartment/schifflange/id-7728918.html,IMMOHUB SARL,Immediate,62.0,Yes,1,2018,21.5 m²,Yes,Yes,,,,,Yes,Yes,E,E,2,,,1,5.2 m²,Yes,,,,,,,1993,5,,250 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
884,Apartment 3 bedrooms in Bascharage,Apartment,853196 ,Bascharage,https://www.athome.lu/en/buy/apartment/bascharage/id-7727469.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7727469.html,BETRA Immobilier s.à.r.l.,,93.0,,3,2018,Yes,,,,Yes,196 m²,2,,Yes,A,B,,1,,1,9.47 m²,Yes,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
885,Bungalow 6 bedrooms in Crauthem,Bungalow,1990000 ,Crauthem,https://www.athome.lu/en/buy/house/crauthem/id-7727458.html,https://www.athome.lu/en/buy/house/crauthem/id-7727458.html,ViaSun S.A,À convenir,250.0,,6,2017,35.66 m²,Yes,Yes,2,,,1,,,NC,NC,,,,1,,Yes,,,,Yes,8.26 ares,,,5,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,newly_added_200
886,House 5 bedrooms in Niederkorn,House,1195000 ,Niederkorn,https://www.athome.lu/en/buy/house/niederkorn/id-7727413.html,https://www.athome.lu/en/buy/house/niederkorn/id-7727413.html,ViaSun S.A,À convenir,175.0,,5,2018,37 m²,,Yes,,,,1,Yes,Yes,NC,NC,,1,,,,Yes,,,,Yes,,,,5,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
887,House 4 bedrooms in Hesperange,House,1350000 ,Hesperange,https://www.athome.lu/en/buy/house/hesperange/id-7727403.html,https://www.athome.lu/en/buy/house/hesperange/id-7727403.html,Les Voiles,Août 2023,140.0,,4,2018,39 m²,Yes,Yes,,44 m²,Yes,3,Yes,Yes,G,H,,,Yes,1,15.3 m²,,,,,3,5.45 ares,,1987,10,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,,,,,newly_added_200
888,Apartment 4 bedrooms in Capellen,Apartment,1330000 ,Capellen,https://www.athome.lu/en/buy/apartment/capellen/id-7727213.html,https://www.athome.lu/en/buy/apartment/capellen/id-7727213.html,Nextfloor,À convenir,123.0,,4,2017,Yes,,Yes,,17.46 m²,Yes,2,Yes,,A,A,,,,,,,,,2,Yes,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
889,Apartment 2 bedrooms in Differdange,Apartment,650000 ,Differdange,https://www.athome.lu/en/buy/apartment/differdange/id-7727212.html,https://www.athome.lu/en/buy/apartment/differdange/id-7727212.html,Nextfloor,Libre,88.0,Yes,2,2018,Yes,,Yes,,13 m²,Yes,,Yes,,B,A,,1,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
890,Apartment 2 bedrooms in Hobscheid,Apartment,722000 ,Hobscheid,https://www.athome.lu/en/buy/apartment/hobscheid/id-7727084.html,https://www.athome.lu/en/buy/apartment/hobscheid/id-7727084.html,IMMOHUB SARL,Immediate,113.0,Yes,2,2017,42.6 m²,Yes,Yes,,,,1,Yes,Yes,F,E,2,1,1,,4.75 m²,Yes,,,,1,,,2002,9,,300 €,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
891,House 4 bedrooms in Bous,House,990000 ,Bous,https://www.athome.lu/en/buy/house/bous/id-7726900.html,https://www.athome.lu/en/buy/house/bous/id-7726900.html,Bureau Immobilier Loewen Kill,À convenir,162.0,,4,2017,Yes,Yes,,,Yes,Yes,2,,,C,C,,1,,1,,Yes,,,,Yes,2.54 ares,,2010,,,,,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
892,Penthouse 1 bedroom in Luxembourg-Belair,Penthouse,1080000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7576462.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7576462.html,Bureau Immobilier Stoffel Sàrl,Immediate,77.56,,1,2018,Yes,Yes,,,11.33 m²,,,Yes,Yes,NC,NC,3,1,1,,,Yes,,Yes,,,,,2022,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
893,Apartment 2 bedrooms in Luxembourg-Cents,Apartment,949000 ,Luxembourg-Cents,https://www.athome.lu/en/buy/apartment/luxembourg/id-7593728.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7593728.html,Bureau Immobilier Stoffel Sàrl,To be agreed,88.04,Yes,2,2017,Yes,Yes,,,Yes,,,Yes,Yes,F,F,2,,1,1,,Yes,,Yes,,1,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
894,Apartment 1 bedroom in Luxembourg-Belair,Apartment,810000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7576427.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7576427.html,Bureau Immobilier Stoffel Sàrl,Immediate,58.98,,1,2017,Yes,Yes,,,,22 m²,,Yes,Yes,NC,NC,0,1,1,,,Yes,,Yes,,,,,2022,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
895,Apartment 1 bedroom in Luxembourg-Belair,Apartment,745000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7578496.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7578496.html,Bureau Immobilier Stoffel Sàrl,Immediate,50.28,,1,2018,Yes,Yes,,,,,,Yes,Yes,F,G,2,1,1,,Yes,Yes,,Yes,,,,,2022,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
896,House 4 bedrooms in Differdange,House,1290000 ,Differdange,https://www.athome.lu/en/buy/house/differdange/id-7725489.html,https://www.athome.lu/en/buy/house/differdange/id-7725489.html,Direct Immo,Immediate,184.0,,4,2018,,,,2,50 m²,32 m²,2,,Yes,NC,NC,,,1,1,Yes,Yes,,,,4,2.4 ares,Yes,2008,6,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
897,Apartment 2 bedrooms in Luxembourg-Gare,Apartment,1099000 ,Luxembourg-Gare,https://www.athome.lu/en/buy/apartment/luxembourg/id-7724768.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7724768.html,ViaSun S.A,À convenir,95.0,Yes,2,2018,,,Yes,,,,1,,,NC,NC,5,1,,1,7 m²,Yes,,,,Yes,,,1975,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
898,Apartment 2 bedrooms in Luxembourg-Centre ville,Apartment,1099000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-7724767.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7724767.html,ViaSun S.A,À convenir,95.0,Yes,2,2018,,,Yes,,,,1,,,NC,NC,5,1,,1,7 m²,Yes,,,,Yes,,,1975,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
899,Apartment 1 bedroom in Soleuvre,Apartment,449000 ,Soleuvre,https://www.athome.lu/en/buy/apartment/soleuvre/id-7724085.html,https://www.athome.lu/en/buy/apartment/soleuvre/id-7724085.html,HOME PRESTIGE,Loué,50.88,Yes,1,2018,,,,,,,1,Yes,Yes,E,NC,1,,,1,,Yes,,,,,,,,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
900,Bungalow 3 bedrooms in Sanem,Bungalow,1495000 ,Sanem,https://www.athome.lu/en/buy/house/sanem/id-7724333.html,https://www.athome.lu/en/buy/house/sanem/id-7724333.html,BETRA Immobilier s.à.r.l.,Immediate,180.0,,3,2017,Yes,Yes,Yes,,Yes,Yes,2,Yes,Yes,NC,NC,,1,1,1,,Yes,,,,1,6.6 ares,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
901,Apartment 2 bedrooms in Niederkorn,Apartment,649000 ,Niederkorn,https://www.athome.lu/en/buy/apartment/niederkorn/id-7724332.html,https://www.athome.lu/en/buy/apartment/niederkorn/id-7724332.html,MT Real Estate Invest Sarl,Immediate,77.0,Yes,2,2018,Yes,Yes,,,5 m²,,1,Yes,Yes,NC,NC,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
902,Apartment 1 bedroom in Grevenmacher,Apartment,530000 ,Grevenmacher,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7686485.html,https://www.athome.lu/en/buy/apartment/grevenmacher/id-7686485.html,Bureau Immobilier Loewen Kill,À convenir,48.94,Yes,1,2017,,Yes,,,,,1,Yes,Yes,NC,NC,,1,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
903,Apartment 2 bedrooms in Bascharage,Apartment,640000 ,Bascharage,https://www.athome.lu/en/buy/apartment/bascharage/id-7687829.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7687829.html,Bureau Immobilier Loewen Kill,,80.0,,2,2017,,,,,,,1,Yes,,NC,NC,,,,1,,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
904,House 4 bedrooms in Luxembourg-Cents,House,1385000 ,Luxembourg-Cents,https://www.athome.lu/en/buy/house/luxembourg/id-7698333.html,https://www.athome.lu/en/buy/house/luxembourg/id-7698333.html,Bureau Immobilier Loewen Kill,À convenir,159.0,,4,2018,,,,,Yes,Yes,1,,Yes,E,E,,1,,1,,Yes,,,,1,2.03 ares,,2004,4,,,,,Yes,,,,,,,,,,,,,,,,,,,,newly_added_200
905,Apartment 2 bedrooms in Luxembourg-Gare,Apartment,920000 ,Luxembourg-Gare,https://www.athome.lu/en/buy/apartment/luxembourg/id-7690551.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7690551.html,Bureau Immobilier Loewen Kill,Libre,93.0,Yes,2,2018,,,,,,,,Yes,Yes,I,I,2,1,,,,,,,,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
906,House 4 bedrooms in Bascharage,House,1390000 ,Bascharage,https://www.athome.lu/en/buy/house/bascharage/id-7698339.html,https://www.athome.lu/en/buy/house/bascharage/id-7698339.html,Bureau Immobilier Loewen Kill,Libre,175.0,,4,2018,Yes,,Yes,,,Yes,2,Yes,Yes,NC,NC,,,,1,,,,,,2,17.3 ares,,1960,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,newly_added_200
907,Apartment 2 bedrooms in Luxembourg-Centre ville,Apartment,899000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-7722505.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7722505.html,Korrekt Immo,Immediate,,,2,2018,41 m²,Yes,,,,,1,Yes,Yes,NC,NC,1,,1,1,Yes,Yes,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
908,House 6 bedrooms in Steinsel,House,1795000 ,Steinsel,https://www.athome.lu/en/buy/house/steinsel/id-7721972.html,https://www.athome.lu/en/buy/house/steinsel/id-7721972.html,Les Voiles,To be agreed,312.0,,6,2018,Yes,Yes,Yes,,Yes,Yes,3,Yes,Yes,C,C,,,Yes,,Yes,Yes,,Yes,4,4,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
909,House 4 bedrooms in Remich,House,1095000 ,Remich,https://www.athome.lu/en/buy/house/remich/id-7719648.html,https://www.athome.lu/en/buy/house/remich/id-7719648.html,Nextfloor,30/09/2023,183.0,,4,2018,Yes,,Yes,,Yes,Yes,2,Yes,Yes,B,B,,,,,,,,,2,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
910,Penthouse 3 bedrooms in Mamer,Penthouse,1350000 ,Mamer,https://www.athome.lu/en/buy/apartment/mamer/id-7566717.html,https://www.athome.lu/en/buy/apartment/mamer/id-7566717.html,Nextfloor,À convenir,121.76,Yes,3,2018,Yes,,Yes,,43.38 m²,,2,Yes,,A,A,999,,,,,,,,2,Yes,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
911,Apartment 2 bedrooms in Bettembourg,Apartment,740000 ,Bettembourg,https://www.athome.lu/en/buy/apartment/bettembourg/id-7680741.html,https://www.athome.lu/en/buy/apartment/bettembourg/id-7680741.html,Nextfloor,À convenir,86.0,Yes,2,2018,Yes,,Yes,,52 m²,,,Yes,,F,E,,,,1,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
912,Penthouse 1 bedroom in Luxembourg-Gasperich,Penthouse,855700 ,Luxembourg-Gasperich,https://www.athome.lu/en/buy/apartment/luxembourg/id-7596378.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7596378.html,Nextfloor,Libre,54.65,Yes,1,2018,Yes,,,,14.22 m²,,,,Yes,A,A,6,,,1,,,,,,,,,,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
913,Semi-detached house 4 bedrooms in Itzig,Semi-detached,1650000 ,Itzig,https://www.athome.lu/en/buy/house/itzig/id-7718718.html,https://www.athome.lu/en/buy/house/itzig/id-7718718.html,Immobilière Carole Feilen,Décembre 2022 ,222.0,,4,2017,60 m²,Yes,,,30 m²,Yes,2,,Yes,E,E,,,,1,,Yes,,,,1,3.48 ares,,1990,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
914,Apartment 2 bedrooms in Bascharage,Apartment,630000 ,Bascharage,https://www.athome.lu/en/buy/apartment/bascharage/id-7686621.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7686621.html,MARAMAX s.à r.l.,01.01.2023,87.0,,2,2017,Yes,Yes,Yes,,,,,Yes,Yes,NC,NC,2,1,,,Yes,,,,,1,,,,,,300 €,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
915,Duplex 4 bedrooms in Bascharage,Duplex,950000 ,Bascharage,https://www.athome.lu/en/buy/apartment/bascharage/id-7699399.html,https://www.athome.lu/en/buy/apartment/bascharage/id-7699399.html,MARAMAX s.à r.l.,,120.68,,4,2018,Yes,Yes,,,46.24 m²,Yes,2,Yes,Yes,E,F,,1,,1,,Yes,,Yes,,1,,,2010,,,200 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
916,House 4 bedrooms in Soleuvre,House,885000 ,Soleuvre,https://www.athome.lu/en/buy/house/soleuvre/id-7631589.html,https://www.athome.lu/en/buy/house/soleuvre/id-7631589.html,MARAMAX s.à r.l.,De suite ,168.0,,4,2017,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,G,H,,1,,1,Yes,Yes,,Yes,,,10 ares,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
917,House 5 bedrooms in Kleinbettingen,House,890000 ,Kleinbettingen,https://www.athome.lu/en/buy/house/kleinbettingen/id-7575562.html,https://www.athome.lu/en/buy/house/kleinbettingen/id-7575562.html,MARAMAX s.à r.l.,,205.0,,5,2018,Yes,Yes,,,Yes,Yes,,Yes,Yes,NC,NC,,,Yes,,Yes,Yes,,,,,18 ares,,1920,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
918,Apartment 2 bedrooms in Hagen,Apartment,870000 ,Hagen,https://www.athome.lu/en/buy/apartment/hagen/id-7702775.html,https://www.athome.lu/en/buy/apartment/hagen/id-7702775.html,Top-Invest,Libre,112.0,,2,2017,Yes,,Yes,,,,2,Yes,,NC,NC,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
919,House 3 bedrooms in Steinsel,House,1480000 ,Steinsel,https://www.athome.lu/en/buy/house/steinsel/id-7681108.html,https://www.athome.lu/en/buy/house/steinsel/id-7681108.html,Top-Invest,À convenir,161.0,,3,2017,Yes,,Yes,,Yes,,2,,,NC,NC,,,,1,,,,,,Yes,6.23 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
